Block,Homogeneity,PrimeType,Target,Response,VerbClass,Item,List,Subject
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,46
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,3,46
C,Homogenous,Preferred,A father is reading his little girl a book,1,Dative,28,3,46
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,46
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,0,Locative,32,3,46
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,47
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,47
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,0,Locative,3,3,47
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,0,Locative,4,3,47
E,Homogenous,Preferred,The lawyer is showing the judge the gun,0,Dative,5,3,47
D,Homogenous,Preferred,The girl is smearing jelly on her toast,0,Locative,6,3,47
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,1,Locative,7,3,47
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,47
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,47
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,1,Locative,11,3,47
B,Homogenous,Preferred,men are loading toxic waste on a truck,0,Locative,12,3,47
A,Homogenous,Preferred,An old woman is giving an old man a cake,1,Dative,13,3,47
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,47
E,Homogenous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,3,47
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,0,Locative,16,3,47
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,47
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,47
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,3,47
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,3,47
E,Heterogeneous,Preferred,A man is packing beers in a cooler,0,Locative,21,3,47
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,3,47
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,3,47
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,3,47
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,47
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,47
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,3,47
C,Homogenous,Preferred,A father is reading his little girl a book,0,Dative,28,3,47
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,47
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,3,47
G,Homogenous,Preferred,A boy is throwing a man a baseball,1,Dative,31,3,47
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,3,47
F,Homogenous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,4,48
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,4,48
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,1,Locative,3,4,48
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,0,Locative,4,4,48
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,4,48
G,Heterogeneous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,4,48
F,Homogenous,Preferred,The elephant is spraying water on the clown,1,Locative,7,4,48
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,48
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,48
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,48
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,4,48
E,Heterogeneous,Dispreferred,men are loading a truck with toxic waste,1,Locative,12,4,48
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,4,48
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,48
F,Heterogeneous,Preferred,A woman is showing a man a dress,0,Dative,15,4,48
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,48
H,Heterogeneous,Preferred,A woman is reading some kids a book,1,Dative,17,4,48
C,Homogenous,Preferred,A priest is reading the class the bible,1,Dative,18,4,48
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,4,48
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,0,Dative,20,4,48
A,Homogenous,Preferred,A man is giving a little girl a gift,0,Dative,22,4,48
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,0,Locative,23,4,48
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,4,48
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,0,Locative,25,4,48
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,48
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,4,48
B,Heterogeneous,Preferred,A father is reading his little girl a book,1,Dative,28,4,48
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,0,Locative,29,4,48
D,Homogenous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,4,48
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,48
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,48
