,soa,Noun,VerbType,Pic,Distractor,Verb,Relatedness,DistractorType,Subj,Order,Block,Ncategory,expName,session,participant,Transcription,transcription,R0,R1,R2,R3,R4,R5,R6,utterance,Vagr,Vcodability,unaccusativity,obj,Item,OnsetThe,Onset,The,dog,above,the,apple,is,AppleIs
1672,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,35,2,fruit,List5,1,21,{SL} The octopus below the spoon is swimming,,941.5,69.8,778.3,289.3,79.8,518.9,129.7,NA,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1011.3,941.5,69.8,778.3,289.3,79.8,518.9,129.7,648.6
1649,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,36,2,building,List5,1,21,{SL} The snail below the table is melting,,1290.7,79.8,389.1,299.4,89.8,698.4,1177.3,NA,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1370.5,1290.7,79.8,389.1,299.4,89.8,698.4,1177.3,1875.7
1709,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,37,2,funiture,List5,1,21,{SL} The rabbit above the church is smiling,,1310.7,99.7,419.1,259.4,129.7,429,169.6,NA,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1410.4,1310.7,99.7,419.1,259.4,129.7,429,169.6,598.6
1710,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,38,2,tool,List5,1,21,{SL} The monkey above the carrot is sleeping,,1071.2,119.7,389.1,269.4,109.8,638.5,169.6,NA,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1190.9,1071.2,119.7,389.1,269.4,109.8,638.5,169.6,808.1
1697,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,39,2,building,List5,1,21,{SL} The rabbit above the chair is shaking,,1091.2,139.6,518.9,249.4,139.7,229.5,389.1,NA,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,1230.8,1091.2,139.6,518.9,249.4,139.7,229.5,389.1,618.6
1660,negative,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,40,2,fruit,List5,1,21,{SL} The dog above the hammer is barking,yelling,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,simultaneous,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,41,2,instrument,List5,1,21,{SL} The cowboy above the sword is winking,,1250.8,109.7,369.2,289.3,129.8,528.8,239.4,NA,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1360.5,1250.8,109.7,369.2,289.3,129.8,528.8,239.4,768.2
1722,simultaneous,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,42,2,fruit,List5,1,21,{SL} The penguin below the drill is sneezing,,1141,99.8,429,279.4,89.8,468.9,99.8,NA,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,1240.8,1141,99.8,429,279.4,89.8,468.9,99.8,568.7
1661,negative,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,43,2,weapon,List5,1,21,{SL} The pirate below the guitar is coughing,,1380.5,149.7,419,199.6,159.6,528.8,239.4,NA,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1530.2,1380.5,149.7,419,199.6,159.6,528.8,239.4,768.2
1662,negative,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,44,2,funiture,List5,1,21,{SL} The snail below the castle is crawling,,1520.2,79.8,399.1,329.2,179.6,708.4,259.4,NA,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,1600,1520.2,79.8,399.1,329.2,179.6,708.4,259.4,967.8
1673,negative,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,45,2,weapon,List5,1,21,{SL} The clown below the violin is walking,,1610,109.7,389.1,289.4,149.6,987.8,309.3,NA,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1719.7,1610,109.7,389.1,289.4,149.6,987.8,309.3,1297.1
1698,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,46,2,fruit,List5,1,21,{SL} The monkey above the knife is tripping,,1081.2,69.8,399.1,289.4,89.8,688.4,508.8,NA,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1151,1081.2,69.8,399.1,289.4,89.8,688.4,508.8,1197.2
1674,negative,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,47,2,building,List5,1,21,{SL} The boy below the desk is yawning,,1649.9,169.6,169.6,369.2,119.7,419.1,169.6,NA,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,1819.5,1649.9,169.6,169.6,369.2,119.7,419.1,169.6,588.7
1650,negative,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,48,2,tool,List5,1,21,{SL} The dog above the apple is spinning,,1280.7,89.8,359.2,279.4,778.2,608.6,279.4,NA,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,1370.5,1280.7,89.8,359.2,279.4,778.2,608.6,279.4,888
1711,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,49,3,building,List5,1,21,{SL} The boy below the desk is yawning,,971.4,299.3,59.9,259.4,99.8,488.9,149.6,NA,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,1270.7,971.4,299.3,59.9,259.4,99.8,488.9,149.6,638.5
1675,negative,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,50,3,weapon,List5,1,21,{SL} The pirate below the guitar is coughing,,1101.1,159.7,409,279.4,79.8,459,199.5,NA,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1260.8,1101.1,159.7,409,279.4,79.8,459,199.5,658.5
1676,negative,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,51,3,fruit,List5,1,21,{SL} The dog above the hammer is barking,,1440.4,129.7,309.3,339.2,129.7,419,828.2,NA,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,1570.1,1440.4,129.7,309.3,339.2,129.7,419,828.2,1247.2
1687,simultaneous,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,52,3,instrument,List5,1,21,{SL} The pirate below the gun is sinking,,1290.7,179.6,339.2,289.4,79.8,289.3,139.7,NA,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,1470.3,1290.7,179.6,339.2,289.4,79.8,289.3,139.7,429
1639,negative,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,53,3,weapon,List5,1,21,{SL} The ballerina above the harp is shrinking,,1081.2,139.7,688.4,189.6,289.3,299.3,79.8,NA,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1220.9,1081.2,139.7,688.4,189.6,289.3,299.3,79.8,379.1
1712,simultaneous,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,54,3,fruit,List5,1,21,{SL} The octopus below the spoon is swimming,under,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,negative,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,55,3,fruit,List5,1,21,{SL} The penguin below the drill is sneezing,,1190.9,169.6,379.2,289.3,79.8,409.1,139.7,NA,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,1360.5,1190.9,169.6,379.2,289.3,79.8,409.1,139.7,548.8
1699,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,56,3,funiture,List5,1,21,{SL} The chef above the windmill is drowning,,1679.8,89.8,349.2,289.4,69.8,548.8,169.6,NA,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1769.6,1679.8,89.8,349.2,289.4,69.8,548.8,169.6,718.4
1688,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,57,3,building,List5,1,21,{SL} The snail below the table is melting,desk,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,58,3,tool,List5,1,21,{SL} The monkey above the carrot is sleeping,,1131.1,79.8,419,239.5,169.6,548.8,109.7,NA,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1210.9,1131.1,79.8,419,239.5,169.6,548.8,109.7,658.5
1713,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,59,3,weapon,List5,1,21,{SL} The clown below the violin is walking,,1490.2,119.8,488.9,309.3,89.8,548.7,139.7,NA,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1610,1490.2,119.8,488.9,309.3,89.8,548.7,139.7,688.4
1664,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,60,3,building,List5,1,21,{SL} The chef above the drawer is yelling,,981.4,89.8,339.2,309.3,89.8,518.8,349.3,NA,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1071.2,981.4,89.8,339.2,309.3,89.8,518.8,349.3,868.1
1724,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,61,3,instrument,List5,1,21,{SL} The ballerina above the ax is running,,1240.8,139.7,628.6,289.3,129.7,439,249.5,NA,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1380.5,1240.8,139.7,628.6,289.3,129.7,439,249.5,688.5
1651,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,62,3,funiture,List5,1,21,{SL} The boy below the lighthouse is floating,,1061.2,99.8,279.4,359.1,99.8,668.5,239.5,NA,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1161,1061.2,99.8,279.4,359.1,99.8,668.5,239.5,908
1700,simultaneous,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,63,3,tool,List5,1,21,{SL} The penguin below the tomato is bouncing,,1310.7,139.6,419.1,259.4,119.7,538.8,199.5,NA,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1450.3,1310.7,139.6,419.1,259.4,119.7,538.8,199.5,738.3
1677,negative,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,64,3,funiture,List5,1,21,{SL} The snail below the castle is crawling,,1151,129.7,429.1,279.3,69.9,668.4,419.1,NA,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,1280.7,1151,129.7,429.1,279.3,69.9,668.4,419.1,1087.5
1689,simultaneous,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,65,3,tool,List5,1,21,{SL} The dog above the apple is spinning,,1430.4,139.7,528.8,339.2,69.8,588.7,69.8,NA,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,1570.1,1430.4,139.7,528.8,339.2,69.8,588.7,69.8,658.5
1652,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,66,3,instrument,List5,1,21,{SL} The clown below the canon is growing,,1370.5,219.5,848.1,548.7,69.9,578.7,249.4,NA,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1590,1370.5,219.5,848.1,548.7,69.9,578.7,249.4,828.1
1640,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,67,3,building,List5,1,21,{SL} The rabbit above the chair is shaking,,861.7,129.7,498.8,179.6,119.8,179.6,189.5,NA,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,991.4,861.7,129.7,498.8,179.6,119.8,179.6,189.5,369.1
1665,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,68,3,instrument,List5,1,21,{SL} The cowboy above the sword is winking,,941.5,89.8,478.9,279.4,119.7,459,179.5,NA,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1031.3,941.5,89.8,478.9,279.4,119.7,459,179.5,638.5
1653,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,69,3,tool,List5,1,21,{SL} The octopus below the lemon is boiling,,1210.9,69.8,668.5,329.3,59.8,498.9,399.1,NA,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1280.7,1210.9,69.8,668.5,329.3,59.8,498.9,399.1,898
1641,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,70,3,fruit,List5,1,21,{SL} The monkey above the knife is tripping,,1260.8,149.6,359.2,279.4,99.8,419,279.4,NA,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1410.4,1260.8,149.6,359.2,279.4,99.8,419,279.4,698.4
1701,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,71,3,weapon,List5,1,21,{SL} The cowboy above the piano is falling,,1091.2,99.7,488.9,319.3,139.7,478.9,219.5,NA,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1190.9,1091.2,99.7,488.9,319.3,139.7,478.9,219.5,698.4
1725,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,72,3,funiture,List5,1,21,{SL} The rabbit above the church is smiling,,1161,169.6,419.1,179.6,149.6,409.1,69.8,NA,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1330.6,1161,169.6,419.1,179.6,149.6,409.1,69.8,478.9
1678,negative,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,73,4,instrument,List5,1,21,{SL} The cowboy above the sword is winking,,1440.4,69.8,349.2,409.1,119.7,349.2,209.5,NA,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1510.2,1440.4,69.8,349.2,409.1,119.7,349.2,209.5,558.7
1679,negative,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,74,4,fruit,List5,1,21,{SL} The penguin below the drill is sneezing,,1470.3,179.6,419,329.3,99.8,399.1,59.8,NA,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,1649.9,1470.3,179.6,419,329.3,99.8,399.1,59.8,458.9
1690,simultaneous,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,75,4,funiture,List5,1,21,{SL} The boy below the lighthouse is floating,,1230.8,99.8,139.7,518.8,99.8,668.5,219.5,NA,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1330.6,1230.8,99.8,139.7,518.8,99.8,668.5,219.5,888
1714,simultaneous,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,76,4,fruit,List5,1,21,{SL} The dog above the hammer is barking,,1181,69.8,359.2,259.4,149.6,429.1,229.5,NA,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,1250.8,1181,69.8,359.2,259.4,149.6,429.1,229.5,658.6
1642,negative,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,77,4,funiture,List5,1,21,{SL} The chef above the windmill is drowning,,1370.5,139.7,369.2,319.2,69.9,588.6,159.7,NA,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1510.2,1370.5,139.7,369.2,319.2,69.9,588.6,159.7,748.3
1702,simultaneous,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,78,4,building,List5,1,21,{SL} The snail below the table is melting,,1410.4,119.8,409,289.4,109.7,588.7,439,NA,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1530.2,1410.4,119.8,409,289.4,109.7,588.7,439,1027.7
1654,negative,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,79,4,weapon,List5,1,21,{SL} The ballerina above the harp is shrinking,,1091.2,209.5,648.5,269.4,79.8,339.2,109.8,NA,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1300.7,1091.2,209.5,648.5,269.4,79.8,339.2,109.8,449
1691,simultaneous,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,80,4,tool,List5,1,21,{SL} The octopus below the lemon is boiling,,961.5,59.8,798.2,279.4,59.8,409.1,189.6,NA,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1021.3,961.5,59.8,798.2,279.4,59.8,409.1,189.6,598.7
1703,simultaneous,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,81,4,tool,List5,1,21,{SL} The dog above the apple is spinning,,791.8,129.7,319.3,239.5,239.4,239.5,109.7,NA,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,921.5,791.8,129.7,319.3,239.5,239.4,239.5,109.7,349.2
1680,negative,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,82,4,building,List5,1,21,{SL} The chef above the drawer is yelling,,1181,69.8,359.2,289.3,109.8,429,239.5,NA,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1250.8,1181,69.8,359.2,289.3,109.8,429,239.5,668.5
1643,negative,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,83,4,weapon,List5,1,21,{SL} The cowboy above the piano is falling,,732,109.7,289.4,439,89.8,508.8,219.5,NA,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,841.7,732,109.7,289.4,439,89.8,508.8,219.5,728.3
1704,simultaneous,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,84,4,instrument,List5,1,21,{SL} The pirate below the gun is sinking,,1240.8,179.6,399.1,329.3,89.7,289.4,199.5,NA,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,1420.4,1240.8,179.6,399.1,329.3,89.7,289.4,199.5,488.9
1692,simultaneous,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,85,4,instrument,List5,1,21,{SL} The clown below the canon is growing,,901.6,149.6,379.2,299.3,119.7,488.9,219.5,NA,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1051.2,901.6,149.6,379.2,299.3,119.7,488.9,219.5,708.4
1655,negative,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,86,4,fruit,List5,1,21,{SL} The monkey above the knife is tripping,,1011.3,129.7,399.1,259.4,139.7,508.9,279.3,NA,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1141,1011.3,129.7,399.1,259.4,139.7,508.9,279.3,788.2
1666,negative,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,87,4,funiture,List5,1,21,{SL} The rabbit above the church is smiling,,931.5,99.8,538.8,199.5,129.7,369.2,99.8,NA,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1031.3,931.5,99.8,538.8,199.5,129.7,369.2,99.8,469
1726,simultaneous,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,88,4,weapon,List5,1,21,{SL} The clown below the violin is walking,,1450.3,79.9,399.1,369.1,189.6,319.3,169.6,NA,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1530.2,1450.3,79.9,399.1,369.1,189.6,319.3,169.6,488.9
1727,simultaneous,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,89,4,fruit,List5,1,21,{SL} The octopus below the spoon is swimming,,1240.8,169.6,498.9,289.3,79.9,608.6,249.4,NA,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1410.4,1240.8,169.6,498.9,289.3,79.9,608.6,249.4,858
1728,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,90,4,building,List5,1,21,{SL} The boy below the desk is yawning,,2059,229.4,249.5,309.3,169.6,409.1,199.5,NA,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,2288.4,2059,229.4,249.5,309.3,169.6,409.1,199.5,608.6
1656,negative,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,91,4,building,List5,1,21,{SL} The rabbit above the chair is shaking,,881.6,109.8,409.1,299.3,119.7,279.4,179.6,NA,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,991.4,881.6,109.8,409.1,299.3,119.7,279.4,179.6,459
1715,simultaneous,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,92,4,weapon,List5,1,21,{SL} The pirate below the guitar is coughing,,1939.2,169.6,409.1,289.4,89.8,448.9,149.7,NA,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,2108.8,1939.2,169.6,409.1,289.4,89.8,448.9,149.7,598.6
1644,negative,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,93,4,tool,List5,1,21,{SL} The penguin below the tomato is bouncing,,1200.9,129.7,419.1,269.3,109.8,498.9,159.6,NA,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1330.6,1200.9,129.7,419.1,269.3,109.8,498.9,159.6,658.5
1716,simultaneous,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,94,4,funiture,List5,1,21,{SL} The snail below the castle is crawling,,921.5,109.8,429,259.4,69.9,628.5,269.4,NA,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,1031.3,921.5,109.8,429,259.4,69.9,628.5,269.4,897.9
1667,negative,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,95,4,tool,List5,1,21,{SL} The monkey above the carrot is sleeping,,1220.9,179.6,399,289.4,89.8,149.6,359.2,NA,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1400.5,1220.9,179.6,399,289.4,89.8,149.6,359.2,508.8
1668,negative,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,96,4,instrument,List5,1,21,{SL} The ballerina above the ax is running,,1071.2,159.6,668.5,329.3,59.8,738.4,219.5,NA,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1230.8,1071.2,159.6,668.5,329.3,59.8,738.4,219.5,957.9
1729,negative,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,1,2,tool,List6,1,22,{SL} The octopus below the lemon is boiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,2,2,weapon,List6,1,22,{SL} The ballerina above the harp is shrinking,NA,1141,409.1,778.2,299.4,69.8,359.2,139.7,NA,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1550.1,1141,409.1,778.2,299.4,69.8,359.2,139.7,498.9
1731,negative,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,3,2,funiture,List6,1,22,{SL} The boy below the lighthouse is floating,NA,931.5,818.2,458.9,189.6,429,917.9,239.5,NA,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1749.7,931.5,818.2,458.9,189.6,429,917.9,239.5,1157.4
1732,simultaneous,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,4,2,weapon,List6,1,22,{SL} The cowboy above the piano is falling,NA,1151,289.4,498.8,628.6,89.8,508.8,179.6,NA,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1440.4,1151,289.4,498.8,628.6,89.8,508.8,179.6,688.4
1733,negative,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,5,2,instrument,List6,1,22,{SL} The pirate below the gun is sinking,NA,732,708.4,1117.4,359.2,99.8,399.1,339.2,NA,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,1440.4,732,708.4,1117.4,359.2,99.8,399.1,339.2,738.3
1734,simultaneous,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,6,2,building,List6,1,22,{SL} The chef above the drawer is yelling,NA,781.9,468.9,748.3,399.1,359.2,359.2,199.5,NA,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1250.8,781.9,468.9,748.3,399.1,359.2,359.2,199.5,558.7
1735,negative,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,7,2,instrument,List6,1,22,{SL} The clown below the canon is growing,NA,742,369.1,778.2,339.3,79.8,568.7,169.6,NA,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1111.1,742,369.1,778.2,339.3,79.8,568.7,169.6,738.3
1736,simultaneous,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,8,2,tool,List6,1,22,{SL} The penguin below the tomato is bouncing,NA,991.4,109.7,658.5,259.4,79.9,518.8,199.5,NA,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1101.1,991.4,109.7,658.5,259.4,79.9,518.8,199.5,718.3
1737,simultaneous,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,9,2,funiture,List6,1,22,{SL} The chef above the windmill is drowning,NA,1071.2,449,558.7,678.5,109.7,718.4,449,NA,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1520.2,1071.2,449,558.7,678.5,109.7,718.4,449,1167.4
1738,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,10,2,instrument,List6,1,22,{SL} The ballerina above the ax is running,NA,1330.6,269.4,878,379.1,149.7,379.1,169.7,NA,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1600,1330.6,269.4,878,379.1,149.7,379.1,169.7,548.8
1739,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,11,2,fruit,List6,1,22,{SL} The octopus below the spoon is swimming,NA,1001.4,429,987.7,668.5,109.8,449,119.7,NA,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1430.4,1001.4,429,987.7,668.5,109.8,449,119.7,568.7
1740,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,12,2,building,List6,1,22,{SL} The snail below the table is melting,NA,1021.3,129.7,1127.5,439,79.8,548.7,239.5,NA,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1151,1021.3,129.7,1127.5,439,79.8,548.7,239.5,788.2
1741,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,13,2,funiture,List6,1,22,{SL} The rabbit above the church is smiling,NA,1011.3,209.6,728.3,808.2,79.8,498.9,379.1,NA,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1220.9,1011.3,209.6,728.3,808.2,79.8,498.9,379.1,878
1742,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,14,2,tool,List6,1,22,{SL} The monkey above the carrot is sleeping,NA,1021.3,89.8,1207.3,429,79.8,628.6,159.6,NA,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,1111.1,1021.3,89.8,1207.3,429,79.8,628.6,159.6,788.2
1743,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,15,2,building,List6,1,22,{SL} The rabbit above the chair is shaking,NA,951.5,1297,608.6,369.2,199.6,638.5,538.8,NA,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,2248.5,951.5,1297,608.6,369.2,199.6,638.5,538.8,1177.3
