"","Relatedness","VerbType","Pic","Picture","PictureVersion","Distractor","DistractorType","Verb","Anoun","Snoun","Order","expName","participant","Transcription","Utterance","Vcodability","Vagr","Vfreq","Aagreement","Acodability","Afreq","Sfreq","Scodability","Onset","The","dog","above","the","apple","is","soa","syllable","visual_complexity","unaccusativity","OnsetThe","experiment"
"4225","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","drill","Noun","wink","sword","cowboy",1,"List8",48,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,1210.2,129.7,478.9,439,109.8,458.9,189.6,"n150","short",10243,0.24,1339.9,"Exp1"
"4226","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","sword","Noun","sneeze","drill","penguin",2,"List8",48,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,1629.3,89.7,648.6,389.1,149.6,369.2,99.8,"n150","short",16254,0.04,1719,"Exp1"
"4227","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","drown","Verb","float","lighthouse","boy",3,"List8",48,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,1649.2,99.8,259.4,329.2,149.7,548.8,129.7,"n150","long",31692,0.92,1749,"Exp1"
"4228","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","yell","Verb","bark","hammer","dog",4,"List8",48,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,1509.5,89.8,359.2,309.3,69.8,429.1,169.6,"n150","long",9533,0,1599.3,"Exp1"
"4229","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","lighthouse","Noun","drown","windmill","chef",5,"List8",48,"{SL} The chef above the windmill is drowning","sinking",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,NA,NA,NA,NA,NA,NA,NA,"n150","long",12430,1,NA,"Exp1"
"4230","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","trip","Verb","melt","table","snail",6,"List8",48,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,1469.6,99.8,508.8,449,1237.2,439,139.7,"n150","long",12010,0.58,1569.4,"Exp1"
"4231","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","church","Noun","shrink","harp","ballerina",7,"List8",48,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,1579.4,99.7,668.5,289.4,129.7,309.3,518.8,"n150","short",14170,0.92,1679.1,"Exp1"
"4232","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","melt","Verb","boil","lemon","octopus",8,"List8",48,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1659.2,59.8,608.7,249.4,129.7,429,169.6,"n150","long",8524,0.96,1719,"Exp1"
"4233","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","sink","Verb","spin","apple","dog",9,"List8",48,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,1439.7,149.6,309.3,299.4,99.7,399.1,139.7,"n150","long",8241,0.9,1589.3,"Exp1"
"4234","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","hammer","Noun","yell","drawer","chef",10,"List8",48,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,1310,129.7,339.2,309.3,89.8,429,119.8,"n150","long",21173,0.06,1439.7,"Exp1"
"4235","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","guitar","Noun","fall","piano","cowboy",11,"List8",48,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,1529.5,99.8,429,329.2,129.7,498.9,109.8,"n150","long",19570,0.98,1629.3,"Exp1"
"4236","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","spin","Verb","sink","gun","pirate",12,"List8",48,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,2656.9,129.7,768.3,399.1,149.6,628.6,219.5,"n150","short",10904,0.92,2786.6,"Exp1"
"4237","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","shrink","Verb","grow","canon","clown",13,"List8",48,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,2058.3,119.7,379.1,219.5,129.7,429.1,159.6,"n150","long",17678,1,2178,"Exp1"
"4238","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","castle","Noun","trip","knife","monkey",14,"List8",48,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,1619.3,99.7,648.6,339.2,109.8,349.2,169.6,"n150","long",8773,0.59,1719,"Exp1"
"4239","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","castle","Noun","smile","church","rabbit",15,"List8",48,"{SL} The rabbit above the church is smiling","the_ the church is_",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,NA,NA,NA,NA,NA,NA,NA,"n150","short",34595,0.11,NA,"Exp1"
"4240","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","cough","Verb","walk","violin","clown",16,"List8",48,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,1719,119.8,439,259.4,119.7,508.9,139.6,"n150","long",8571,0.24,1838.8,"Exp1"
"4241","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","smile","Verb","swim","spoon","octopus",17,"List8",48,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,2716.8,279.3,479,229.4,129.7,399.1,139.7,"n150","short",7344,0.11,2996.1,"Exp1"
"4242","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","bark","Verb","yawn","desk","boy",18,"List8",48,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,2217.9,439,987.8,329.2,149.7,449,99.7,"n150","short",17761,0.18,2656.9,"Exp1"
"4243","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","windmill","Noun","shake","chair","rabbit",19,"List8",48,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,2098.2,99.8,389.1,309.3,109.7,289.4,109.7,"n150","short",11238,0.8,2198,"Exp1"
"4244","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","sneeze","Verb","cough","guitar","pirate",20,"List8",48,"{SL} The pirate below the guitar is coughing","is_ is",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,NA,NA,NA,NA,NA,NA,NA,"n150","long",12032,0,NA,"Exp1"
"4245","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","carrot","Noun","bounce","tomato","penguin",21,"List8",48,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,2587.1,79.8,429,329.3,139.7,528.8,159.6,"n150","long",8388,0.56,2666.9,"Exp1"
"4246","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","walk","Verb","crawl","castle","snail",22,"List8",48,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,2407.5,109.7,429.1,319.2,139.7,538.8,319.3,"n150","long",22746,0.74,2517.2,"Exp1"
"4247","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","tomato","Noun","sleep","carrot","monkey",23,"List8",48,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,2946.3,109.7,399.1,259.4,89.8,419.1,99.7,"n150","long",13201,0,3056,"Exp1"
"4248","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","sword","Noun","run","ax","ballerina",24,"List8",48,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,2886.4,99.8,668.4,259.5,119.7,389.1,179.6,"n150","short",7849,0.04,2986.2,"Exp1"
"4249","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","shrink","Verb","float","lighthouse","boy",25,"List8",48,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,2786.6,89.8,299.3,628.6,209.5,508.9,69.8,"n150","long",31692,0.92,2876.4,"Exp1"
"4250","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","bounce","Verb","shake","chair","rabbit",26,"List8",48,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,2437.4,99.8,359.2,329.2,119.8,309.2,289.4,"n150","short",11238,0.8,2537.2,"Exp1"
"4251","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","harp","Noun","walk","violin","clown",27,"List8",48,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,2447.4,99.8,359.1,339.3,159.6,668.5,389.1,"n150","long",8571,0.24,2547.2,"Exp1"
"4252","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","table","Noun","bounce","tomato","penguin",28,"List8",48,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,2706.8,119.7,419.1,269.4,129.7,468.9,129.7,"n150","long",8388,0.56,2826.5,"Exp1"
"4253","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","grow","Verb","shrink","harp","ballerina",29,"List8",48,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,3066,59.9,478.9,239.4,109.8,349.2,349.2,"n150","short",14170,0.92,3125.9,"Exp1"
"4254","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","bark","Verb","yell","drawer","chef",30,"List8",48,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,2138.1,89.8,339.2,319.3,219.5,498.9,159.6,"n150","long",21173,0.06,2227.9,"Exp1"
"4255","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","lemon","Noun","spin","apple","dog",31,"List8",48,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,2906.3,99.8,359.2,279.4,89.8,498.8,119.8,"n150","long",8241,0.9,3006.1,"Exp1"
"4256","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","harp","Noun","smile","church","rabbit",32,"List8",48,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,2716.8,99.8,419,289.3,129.7,379.2,89.8,"n150","short",34595,0.11,2816.6,"Exp1"
"4257","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","yawn","Verb","bark","hammer","dog",33,"List8",48,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,2746.7,79.8,339.3,289.3,99.8,379.1,159.7,"n150","long",9533,0,2826.5,"Exp1"
"4258","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","cough","Verb","sneeze","drill","penguin",34,"List8",48,"{SL} The penguin below the drill is sneezing","coughing",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,NA,NA,NA,NA,NA,NA,NA,"n150","short",16254,0.04,NA,"Exp1"
"4259","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","spin","Verb","trip","knife","monkey",35,"List8",48,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,2567.1,69.9,1137.4,379.1,459,389.1,139.7,"n150","long",8773,0.59,2637,"Exp1"
"4260","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","carrot","Noun","fall","piano","cowboy",36,"List8",48,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,2188,79.8,468.9,429.1,119.7,449,169.6,"n150","long",19570,0.98,2267.8,"Exp1"
"4261","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","shake","Verb","grow","canon","clown",37,"List8",48,"{SL} The clown below the canon is growing","be.. Below",1.786,0.7,24803,1,0.111,1.946,2761,0.179,NA,NA,NA,NA,NA,NA,NA,"n150","long",17678,1,NA,"Exp1"
