"","subject","trial","isi","lexicality","prime","target","accuracy","RT","rel"
"480369",25,263,50,1,"HUNT","flowers",1,672,"un"
"480372",28,735,50,1,"DOVE","fighter",1,672,"un"
"480374",29,760,1050,1,"OBTAIN","warm",1,672,"un"
"480377",33,396,50,1,"COMFORTABLE","wrong",1,672,"un"
"480380",35,179,50,1,"EMPIRE","enter",1,672,"un"
"480382",38,69,1050,1,"ENJOY","clay",1,672,"un"
"480383",38,388,1050,1,"HAYSTACK","grave",1,672,"un"
"480385",40,489,50,1,"DECISION","cabbage",1,672,"un"
"480386",43,789,1050,1,"SCENT","comment",1,672,"un"
"480387",44,734,50,1,"WHEAT","you",1,672,"un"
"480388",44,770,50,1,"GAVEL","spaghetti",1,672,"un"
"480735",2,772,50,1,"STEP","motion",1,672,"un"
"480738",4,671,50,1,"ASPHALT","sister",1,672,"un"
"480739",5,813,1050,1,"FALL","shovel",1,672,"un"
"480742",9,610,1050,1,"ENGLAND","spit",1,672,"un"
"480746",10,818,50,1,"OREGANO","nut",1,672,"un"
"480749",10,499,50,1,"CLOWN","unknown",1,672,"un"
"480753",13,631,1050,1,"HOPE","indian",0,672,"un"
"480754",15,583,1050,1,"JEWEL","service",1,672,"un"
"480756",20,575,50,1,"FEAR","biology",1,672,"un"
"480758",21,231,50,1,"OKAY","zero",1,672,"un"
"480760",25,752,1050,1,"ACCELERATE","drugs",1,672,"un"
"480761",27,375,50,1,"SUITE","desk",1,672,"un"
"480762",28,678,50,1,"SCIENCE","branch",1,672,"un"
"480765",32,710,50,1,"PLAZA","twelve",1,672,"un"
"480766",33,146,50,1,"PLENTY","thousand",1,672,"un"
"480767",33,376,50,1,"TECHNIQUE","touch",1,672,"un"
"480769",34,664,50,1,"ORIGINAL","cologne",1,672,"un"
"480770",36,149,1050,1,"STRATEGY","separate",1,672,"un"
"480771",38,692,50,1,"SUB","needle",1,672,"un"
"480772",38,768,50,1,"PROSE","plug",1,672,"un"
"480773",39,25,50,1,"POSITIVE","always",1,672,"un"
"480774",40,57,1050,1,"CORRECT","owner",1,672,"un"
"480775",40,392,1050,1,"MYSTERY","eat",1,672,"un"
"480777",41,494,1050,1,"NERD","west",1,672,"un"
"480779",43,723,1050,1,"PRIMATE","bear",1,672,"un"
"480781",45,775,1050,1,"HOPE","indian",1,672,"un"
"480782",46,716,50,1,"SWAP","boys",1,672,"un"
"480783",46,469,50,1,"CHANCE","bow",1,672,"un"
"481125",1,529,1050,1,"CLENCH","tighten",1,672,"rel"
"481127",3,379,50,1,"TENOR","soprano",1,672,"rel"
"481129",6,672,50,1,"ALMANAC","map",1,672,"rel"
"481130",8,294,1050,1,"OUTRAGEOUS","funny",1,672,"rel"
"481131",10,67,1050,1,"FLY","airplane",1,672,"rel"
"481132",10,74,1050,1,"CURE","help",1,672,"rel"
"481136",19,769,1050,1,"EVACUATE","earthquake",1,672,"rel"
"481141",25,742,1050,1,"GRAPH","geometry",1,672,"rel"
"481142",27,783,1050,1,"GLASSES","frame",1,672,"rel"
"481144",29,119,50,1,"PROTECT","secure",1,672,"rel"
"481145",30,794,50,1,"OBVIOUS","hidden",1,672,"rel"
"481147",37,586,1050,1,"SURPRISE","shock",1,672,"rel"
"481148",38,296,1050,1,"STICK","stone",1,672,"rel"
"481150",38,522,50,1,"STOCKING","hose",1,672,"rel"
"481151",38,16,1050,1,"RULER","straight",1,672,"rel"
"481155",39,345,50,1,"LUCK","fortune",1,672,"rel"
"481157",41,145,50,1,"UNCLEAR","fog",1,672,"rel"
"481158",45,552,1050,1,"DYNASTY","empire",1,672,"rel"
"481159",46,166,1050,1,"UNIQUE","odd",1,672,"rel"
"481483",2,182,1050,1,"COKE","pepsi",1,672,"rel"
"481487",9,262,50,1,"INTROVERT","extrovert",1,672,"rel"
"481488",11,821,1050,1,"PIECE","pie",1,672,"rel"
"481490",11,336,50,1,"GOAL","achieve",1,672,"rel"
"481491",13,281,50,1,"CARING","loving",1,672,"rel"
"481492",13,553,1050,1,"EXPLORER","adventure",1,672,"rel"
"481493",16,743,50,1,"AGREEMENT","disagreemen",1,672,"rel"
"481494",17,473,1050,1,"OUTLET","plug",1,672,"rel"
"481495",18,756,50,1,"TUTU","ballet",1,672,"rel"
"481497",19,729,1050,1,"SUNNY","cloudy",1,672,"rel"
"481499",20,338,1050,1,"CEREAL","breakfast",1,672,"rel"
"481501",22,140,1050,1,"GREASE","oil",1,672,"rel"
"481503",22,166,1050,1,"BEE","sting",1,672,"rel"
"481504",23,355,50,1,"CRAZY","insane",1,672,"rel"
"481505",23,327,50,1,"ASSAULT","attack",1,672,"rel"
"481507",32,242,1050,1,"CRY","tears",1,672,"rel"
"481509",38,602,50,1,"CONTROL","power",1,672,"rel"
"481510",38,710,50,1,"WAG","tail",1,672,"rel"
"481513",44,637,50,1,"ZIT","pimple",1,672,"rel"
"481516",46,723,50,1,"SLANDER","lie",1,672,"rel"
"481853",1,152,50,1,"TIGER","beach",1,673,"un"
"481855",4,212,1050,1,"CHEF","donkey",1,673,"un"
"481857",6,649,50,1,"TOY","chain",1,673,"un"
"481858",6,674,50,1,"DINE","once",1,673,"un"
"481859",6,575,50,1,"DIFFERENCE","kidnap",1,673,"un"
"481863",10,56,1050,1,"STAIR","grand",1,673,"un"
"481865",12,354,1050,1,"SONIC","camp",1,673,"un"
"481866",14,171,1050,1,"CRITERION","compact",1,673,"un"
"481868",15,525,1050,1,"SAUCE","body",1,673,"un"
"481869",16,9,1050,1,"AMP","poetry",1,673,"un"
"481870",16,706,50,1,"WORST","minus",1,673,"un"
"481874",19,660,1050,1,"PHYSICAL","slip",1,673,"un"
"481878",27,749,1050,1,"THINK","bucket",1,673,"un"
"481879",29,569,1050,1,"CHIPS","movement",1,673,"un"
"481881",33,261,50,1,"MONARCH","disgusting",1,673,"un"
"481882",34,367,1050,1,"SMALL","tasty",1,673,"un"
"481883",34,589,50,1,"STAIRWAY","embarrass",1,673,"un"
"481885",35,112,50,1,"CODE","politics",1,673,"un"
"481887",36,56,1050,1,"MUFFIN","necklace",1,673,"un"
"481888",36,146,1050,1,"GRIZZLY","snob",1,673,"un"
"481895",43,440,1050,1,"EMPATHY","slow",1,673,"un"
"481896",43,153,50,1,"PROPERTY","flop",0,673,"un"
"482273",1,277,50,1,"STUB","same",1,673,"un"
"482274",1,539,1050,1,"AFTER","sunset",1,673,"un"
"482275",1,683,1050,1,"ERECT","blush",1,673,"un"
"482276",1,813,1050,1,"PRESENTATION","paint",1,673,"un"
"482278",10,459,50,1,"GOODBYE","snob",1,673,"un"
"482279",10,43,1050,1,"LOBSTER","increase",1,673,"un"
"482282",12,561,50,1,"CREVICE","silk",1,673,"un"
"482286",17,67,50,1,"FAME","material",1,673,"un"
"482288",19,594,1050,1,"OPPORTUNITY","modern",1,673,"un"
"482290",23,18,50,1,"COURT","spread",1,673,"un"
"482292",24,408,1050,1,"COMPETITION","bee",1,673,"un"
"482293",26,369,1050,1,"EXPERIENCE","dumb",1,673,"un"
"482295",32,567,50,1,"QUEST","couch",0,673,"un"
"482297",35,190,50,1,"TOYS","five",1,673,"un"
"482298",38,485,50,1,"PADDY","flower",1,673,"un"
"482300",38,509,50,1,"SQUEAK","hear",1,673,"un"
"482301",39,132,50,1,"AGE","helper",1,673,"un"
"482302",39,82,50,1,"CAUTIOUS","come",1,673,"un"
"482303",40,517,50,1,"ABILITY","summary",1,673,"un"
"482304",40,612,50,1,"SEASHORE","cracker",1,673,"un"
"482310",45,391,50,1,"INTROVERT","ambulance",1,673,"un"
"482311",45,271,50,1,"SEASONING","definition",1,673,"un"
"482312",45,578,1050,1,"DEADLY","salt",1,673,"un"
"482313",47,58,50,1,"FRIENDLINESS","pen",1,673,"un"
"482699",2,385,1050,1,"PROUD","arrogant",1,673,"rel"
"482701",3,67,50,1,"WHEEL","wagon",1,673,"rel"
"482705",6,135,1050,1,"RESPONSE","question",1,673,"rel"
"482711",9,672,1050,1,"RUMOR","talk",1,673,"rel"
"482712",9,726,1050,1,"CONSCIOUS","aware",1,673,"rel"
"482714",11,502,1050,1,"TERRIBLE","two",1,673,"rel"
"482715",12,513,50,1,"BRAVERY","scare",1,673,"rel"
"482718",15,190,50,1,"UNUSUAL","irregular",1,673,"rel"
"482719",18,287,1050,1,"DULL","knife",1,673,"rel"
"482726",23,76,50,1,"BOTTLE","booze",1,673,"rel"
"482729",30,79,1050,1,"ENTER","computer",1,673,"rel"
"482730",32,363,1050,1,"CARAVAN","desert",1,673,"rel"
"482731",34,778,50,1,"CEREMONY","graduation",1,673,"rel"
"482734",38,518,50,1,"ALMANAC","map",1,673,"rel"
"482739",43,95,50,1,"MATURE","age",1,673,"rel"
"482744",48,59,1050,1,"INSTRUCT","directions",1,673,"rel"
"483130",1,202,50,1,"SLURP","drink",1,673,"rel"
"483132",2,789,50,1,"CONVINCE","persuade",1,673,"rel"
"483133",7,627,1050,1,"TROT","horse",1,673,"rel"
"483134",7,356,50,1,"UNEVEN","crooked",1,673,"rel"
"483137",11,416,50,1,"CLOAK","dagger",1,673,"rel"
"483139",13,200,50,1,"CONFERENCE","meeting",1,673,"rel"
"483140",13,207,50,1,"HESITATE","wait",0,673,"rel"
"483144",18,810,50,1,"MONSTER","frankenstei",1,673,"rel"
"483145",18,763,50,1,"ADVENTUROUS","daring",1,673,"rel"
"483147",23,392,50,1,"HEAVEN","hell",1,673,"rel"
"483152",36,287,1050,1,"SALTINE","cracker",1,673,"rel"
"483153",38,15,1050,1,"INHALE","exhale",1,673,"rel"
"483154",38,381,1050,1,"ENDING","beginning",1,673,"rel"
"483155",38,414,1050,1,"LAMB","sheep",1,673,"rel"
"483156",39,235,50,1,"GROW","tall",1,673,"rel"
"483158",43,799,1050,1,"LOSS","gain",1,673,"rel"
"483162",46,465,50,1,"TOPIC","subject",1,673,"rel"
"483163",47,726,1050,1,"WILDERNESS","forest",1,673,"rel"
"483532",3,385,50,1,"BUSH","clue",1,674,"un"
"483534",4,632,50,1,"INFERNO","last",1,674,"un"
"483540",11,645,1050,1,"HEM","brain",1,674,"un"
"483541",12,539,50,1,"LANE","smoke",1,674,"un"
"483542",13,254,50,1,"ACCEPT","towel",1,674,"un"
"483543",13,246,50,1,"WRINKLE","try",1,674,"un"
"483544",14,215,1050,1,"SPONGE","monthly",1,674,"un"
"483549",22,267,1050,1,"YES","raw",1,674,"un"
"483550",27,524,1050,1,"FUN","poem",1,674,"un"
"483554",32,450,50,1,"IRREGULAR","plate",1,674,"un"
"483555",33,715,1050,1,"CHEW","little",1,674,"un"
"483557",36,190,1050,1,"CREATION","waiter",1,674,"un"
"483560",39,218,50,1,"SODA","apart",1,674,"un"
"483561",41,629,1050,1,"ANKLE","way",1,674,"un"
"483562",42,792,50,1,"LORD","seatbelt",1,674,"un"
"483564",43,281,50,1,"SNOOZE","thousand",1,674,"un"
"484021",1,522,1050,1,"SLEEP","thirsty",1,674,"un"
"484022",1,672,1050,1,"GREASE","massage",1,674,"un"
"484024",3,139,50,1,"WEDNESDAY","motel",1,674,"un"
"484025",5,683,1050,1,"CAPACITY","erupt",1,674,"un"
"484028",11,684,1050,1,"MOIST","plan",1,674,"un"
"484030",13,713,1050,1,"UNLOAD","rich",1,674,"un"
"484031",13,167,50,1,"BEAUTY","me",1,674,"un"
"484032",14,72,1050,1,"BURST","gum",1,674,"un"
"484035",17,343,50,1,"TENDENCY","grill",1,674,"un"
"484037",19,455,1050,1,"JAIL","aluminum",1,674,"un"
"484040",21,186,50,1,"BREEZEWAY","grow",1,674,"un"
"484042",23,282,50,1,"JEWEL","service",0,674,"un"
"484043",23,668,1050,1,"VENUS","cure",1,674,"un"
"484044",24,519,50,1,"HYDROGEN","worst",1,674,"un"
"484045",26,642,50,1,"WHISTLE","plus",1,674,"un"
"484047",27,246,50,1,"TREASURE","argue",1,674,"un"
"484051",30,110,1050,1,"SEASONING","definition",1,674,"un"
"484053",32,76,1050,1,"PLATES","tart",1,674,"un"
"484054",32,758,50,1,"VACUUM","exit",1,674,"un"
"484056",35,764,1050,1,"TREASURE","argue",1,674,"un"
"484057",38,640,50,1,"BEAN","layer",1,674,"un"
"484059",38,348,1050,1,"ATTEND","apple",1,674,"un"
"484064",45,71,50,1,"PHRASE","characteris",1,674,"un"
"484065",46,202,1050,1,"VILLAIN","sympathy",1,674,"un"
"484437",1,12,50,1,"DINER","supper",1,674,"rel"
"484440",5,769,1050,1,"BOTTOM","floor",1,674,"rel"
"484441",6,68,1050,1,"CHECKERS","round",1,674,"rel"
"484443",6,806,50,1,"QUESTION","test",1,674,"rel"
"484445",8,449,50,1,"MUNCH","chew",1,674,"rel"
"484446",8,527,50,1,"UNSURE","maybe",1,674,"rel"
"484448",11,547,1050,1,"FESTIVAL","strawberry",1,674,"rel"
"484449",11,298,50,1,"EARLY","bird",1,674,"rel"
"484453",16,415,1050,1,"SALESMAN","annoy",1,674,"rel"
"484456",20,125,1050,1,"YARN","weave",1,674,"rel"
"484458",25,696,1050,1,"LAUNDRY","soap",1,674,"rel"
"484459",29,85,50,1,"COMPANION","partner",1,674,"rel"
"484461",29,358,50,1,"CAFE","dinner",0,674,"rel"
"484465",37,295,50,1,"DISGUISE","mustache",1,674,"rel"
"484469",41,57,50,1,"PORT","ship",1,674,"rel"
"484470",45,563,1050,1,"PRECIPICE","recipe",1,674,"rel"
"484472",45,642,1050,1,"INTERVIEW","nervous",1,674,"rel"
"484871",1,354,50,1,"SHORTCAKE","strawberry",1,674,"rel"
"484873",4,18,1050,1,"POSITIVE","negative",1,674,"rel"
"484875",7,755,1050,1,"AXON","neuron",1,674,"rel"
"484877",10,496,50,1,"EMERGENCY","ambulance",1,674,"rel"
"484878",11,364,50,1,"ENTERTAINMENT","television",1,674,"rel"
"484881",13,202,50,1,"HINT","clue",1,674,"rel"
"484882",15,783,1050,1,"OFFICE","desk",1,674,"rel"
"484883",17,475,1050,1,"EUROPE","asia",1,674,"rel"
"484888",23,49,50,1,"GRAPE","vine",1,674,"rel"
"484893",30,298,1050,1,"CAPTIVE","prisoner",1,674,"rel"
"484894",32,12,1050,1,"INDEPENDENT","dependent",1,674,"rel"
"484895",33,674,1050,1,"FILE","cabinet",1,674,"rel"
"484896",33,663,1050,1,"THREAT","scare",1,674,"rel"
"484897",35,40,50,1,"SEASHORE","shell",1,674,"rel"
"484899",35,165,50,1,"WHEN","where",1,674,"rel"
"484901",35,562,1050,1,"ANTEATER","ant",1,674,"rel"
"484902",35,681,1050,1,"QUIZ","test",1,674,"rel"
"484904",36,505,50,1,"FRATERNITY","sorority",1,674,"rel"
"484905",37,626,1050,1,"EYEBROWS","eyes",1,674,"rel"
"484909",41,708,1050,1,"HIKE","walk",1,674,"rel"
"484913",46,545,50,1,"MASTER","slave",1,674,"rel"
"485313",3,774,1050,1,"PRINTER","fishing",1,675,"un"
"485316",8,526,50,1,"TRUNK","scientist",1,675,"un"
"485319",13,332,50,1,"SUBURB","near",1,675,"un"
"485322",16,766,50,1,"KIDNAP","holy",1,675,"un"
"485325",23,495,1050,1,"STABLE","concert",1,675,"un"
"485326",24,224,1050,1,"INTOXICATE","attempt",1,675,"un"
"485328",27,750,1050,1,"SAILING","dangerous",1,675,"un"
"485329",27,146,50,1,"VALENTINE","addition",1,675,"un"
"485330",28,266,1050,1,"JUSTICE","rose",1,675,"un"
"485332",32,133,1050,1,"FORGET","basket",1,675,"un"
"485333",35,335,50,1,"EXECUTIVE","strong",1,675,"un"
"485334",35,627,1050,1,"CARDBOARD","space",1,675,"un"
"485336",38,782,50,1,"TOY","chain",1,675,"un"
"485338",41,379,50,1,"OVERPOWER","negative",1,675,"un"
"485342",47,441,1050,1,"COLT","shovel",1,675,"un"
"485673",3,305,50,1,"PRINCESS","pledge",1,675,"un"
"485674",3,715,1050,1,"CLAM","flakes",1,675,"un"
"485678",6,818,50,1,"KITCHEN","island",1,675,"un"
"485681",14,177,1050,1,"SELF","class",1,675,"un"
"485682",14,40,1050,1,"HONEST","nail",1,675,"un"
"485684",20,247,1050,1,"RIGHTS","station",1,675,"un"
"485685",20,751,50,1,"AGAINST","time",1,675,"un"
"485686",21,535,1050,1,"SNEEZE","naked",1,675,"un"
"485689",27,611,1050,1,"DISC","disagreemen",1,675,"un"
"485691",30,76,1050,1,"SNUGGLE","blue",1,675,"un"
"485692",32,641,50,1,"CASE","lid",1,675,"un"
"485696",36,496,50,1,"JAIL","aluminum",1,675,"un"
"485699",38,130,1050,1,"CHIME","blonde",1,675,"un"
"486105",1,180,50,1,"RIOT","crowd",1,675,"rel"
"486111",6,668,50,1,"PAYMENT","job",1,675,"rel"
"486115",9,727,1050,1,"CROPS","harvest",1,675,"rel"
"486120",18,338,1050,1,"OXYGEN","breathe",1,675,"rel"
"486123",21,827,1050,1,"PAYMENT","job",1,675,"rel"
"486125",23,133,50,1,"FLOUR","bread",1,675,"rel"
"486129",27,481,1050,1,"CAMP","ground",1,675,"rel"
"486130",27,645,1050,1,"REMOVER","nail",1,675,"rel"
"486131",28,477,50,1,"NAPKIN","fold",1,675,"rel"
"486132",29,672,1050,1,"SCREEN","window",1,675,"rel"
"486134",37,52,50,1,"SQUEAL","pig",1,675,"rel"
"486137",39,1,50,1,"FOE","friend",1,675,"rel"
"486138",40,251,1050,1,"SALESMAN","annoy",1,675,"rel"
"486139",41,800,1050,1,"TAX","government",1,675,"rel"
"486142",44,224,1050,1,"NONSENSE","ridiculous",1,675,"rel"
"486143",45,117,50,1,"NET","gain",0,675,"rel"
"486558",1,807,1050,1,"STAPLER","staple",1,675,"rel"
"486559",4,301,1050,1,"COLLEGE","school",1,675,"rel"
"486560",4,813,50,1,"INABILITY","can't",1,675,"rel"
"486563",6,107,1050,1,"LIZARD","reptile",1,675,"rel"
"486564",10,586,50,1,"CORPORAL","army",1,675,"rel"
"486566",11,671,1050,1,"CANVASS","painting",1,675,"rel"
"486567",12,90,1050,1,"CENTER","middle",1,675,"rel"
"486569",13,282,50,1,"GUM","chew",1,675,"rel"
"486574",20,176,1050,1,"SOUND","noise",1,675,"rel"
"486575",21,111,50,1,"CLOTH","material",1,675,"rel"
"486580",30,216,1050,1,"FRIES","ketchup",1,675,"rel"
"486586",34,759,50,1,"BLEND","mix",1,675,"rel"
"486588",35,489,1050,1,"QUEST","journey",1,675,"rel"
"486590",38,11,1050,1,"COUNTRY","usa",1,675,"rel"
"486591",38,432,50,1,"KEEPER","zoo",1,675,"rel"
"486593",39,645,1050,1,"POTTERY","clay",1,675,"rel"
"486598",46,296,1050,1,"GOING","gone",1,675,"rel"
"486599",47,107,50,1,"INTESTINE","stomach",1,675,"rel"
"486951",6,106,1050,1,"UNIT","shirt",1,676,"un"
"486953",7,694,1050,1,"REFRAIN","follower",1,676,"un"
"486954",8,149,1050,1,"PUT","beast",1,676,"un"
"486958",10,643,50,1,"FREEZE","joke",0,676,"un"
"486960",12,735,50,1,"ANGRY","gamble",1,676,"un"
"486961",13,599,1050,1,"SIBLING","shake",1,676,"un"
"486963",16,578,50,1,"CALL","adolescent",1,676,"un"
"486967",22,68,1050,1,"BEAM","say",1,676,"un"
"486968",22,223,1050,1,"CARPENTER","push",1,676,"un"
"486970",23,228,50,1,"STEW","salt",1,676,"un"
"486973",25,741,1050,1,"ALGAE","theory",1,676,"un"
"486974",29,122,50,1,"TRAIN","shallow",1,676,"un"
"486977",29,749,1050,1,"SILLY","soap",1,676,"un"
"486978",33,456,1050,1,"SCHOLARSHIP","secure",1,676,"un"
"486980",36,226,1050,1,"JUNGLE","pan",0,676,"un"
"486981",38,403,1050,1,"BARREL","meat",1,676,"un"
"486982",40,471,50,1,"BUMPS","give",1,676,"un"
"486985",44,759,50,1,"LUCK","maze",0,676,"un"
"486986",47,305,50,1,"FORT","april",1,676,"un"
"487400",3,75,50,1,"LOOSEN","rent",1,676,"un"
"487406",10,321,1050,1,"TONE","hard",1,676,"un"
"487409",14,380,1050,1,"PHONE","when",1,676,"un"
"487410",17,717,1050,1,"APPLE","exercise",1,676,"un"
"487413",23,478,1050,1,"UNDERWEAR","girl",1,676,"un"
"487417",28,699,50,1,"TRACTOR","arms",1,676,"un"
"487420",30,810,50,1,"ALLERGY","top",1,676,"un"
"487422",34,184,1050,1,"HAPPINESS","snail",1,676,"un"
"487427",39,757,1050,1,"SLIMY","pimple",1,676,"un"
"487431",43,48,50,1,"TOYS","five",1,676,"un"
"487432",43,256,50,1,"RAW","kill",1,676,"un"
"487434",46,783,50,1,"BINDER","do",1,676,"un"
"487436",47,386,50,1,"RACKET","polite",1,676,"un"
"487437",47,817,1050,1,"WHEN","shell",1,676,"un"
"487828",9,544,1050,1,"SCRATCH","bite",1,676,"rel"
"487829",9,685,1050,1,"CARESS","soft",1,676,"rel"
"487831",11,327,50,1,"SALES","store",1,676,"rel"
"487833",12,201,1050,1,"LEGISLATURE","senate",1,676,"rel"
"487834",13,541,1050,1,"SPEND","shopping",1,676,"rel"
"487837",14,364,1050,1,"PASSIVE","active",1,676,"rel"
"487839",17,492,1050,1,"HUSK","elephant",1,676,"rel"
"487840",18,174,1050,1,"MIMIC","fake",1,676,"rel"
"487841",18,386,1050,1,"KEYS","chain",1,676,"rel"
"487842",19,62,50,1,"ODD","unusual",1,676,"rel"
"487843",20,68,1050,1,"SECURITY","tight",1,676,"rel"
"487846",24,348,1050,1,"DOWN","descend",1,676,"rel"
"487850",29,446,1050,1,"AX","wood",1,676,"rel"
"487851",29,734,1050,1,"AMATEUR","beginner",1,676,"rel"
"487852",30,658,50,1,"PIPE","cleaner",1,676,"rel"
"487853",32,484,50,1,"CHEERLEADER","snob",1,676,"rel"
"487855",37,221,50,1,"AWESOME","cool",1,676,"rel"
"487856",38,238,1050,1,"EXPENSE","cheap",1,676,"rel"
"487858",40,592,50,1,"RESPOND","ignore",1,676,"rel"
"487859",41,59,50,1,"ANNOY","sister",1,676,"rel"
"487861",43,75,50,1,"SPICY","pepper",1,676,"rel"
"487864",45,153,50,1,"FUNCTION","purpose",1,676,"rel"
"487865",46,116,1050,1,"STATISTICS","business",1,676,"rel"
"487866",46,438,50,1,"QUICK","hurry",1,676,"rel"
"487869",48,827,50,1,"CONVICT","killer",1,676,"rel"
"488271",2,302,1050,1,"IRRITATING","annoying",1,676,"rel"
"488272",4,453,50,1,"CONCLUSION","ending",1,676,"rel"
"488273",5,1,50,1,"DOMINATE","control",1,676,"rel"
"488276",10,357,1050,1,"CONTINENT","africa",1,676,"rel"
"488278",13,239,50,1,"MERIT","award",0,676,"rel"
"488282",19,397,50,1,"HARSH","mean",1,676,"rel"
"488285",22,136,1050,1,"EXCISE","tax",1,676,"rel"
"488286",24,36,1050,1,"LEGION","foreign",1,676,"rel"
"488296",41,541,1050,1,"HAMMOCK","swing",1,676,"rel"
"488298",42,361,1050,1,"TACK","nail",1,676,"rel"
"488301",48,512,50,1,"SERVICE","station",1,676,"rel"
"488698",2,198,1050,1,"MISTAKE","piano",1,677,"un"
"488703",11,464,1050,1,"BUD","candy",1,677,"un"
"488704",12,518,50,1,"BIRTHDAY","hill",1,677,"un"
"488709",20,194,1050,1,"STIR","ignore",1,677,"un"
"488710",21,187,50,1,"PLUTO","defense",0,677,"un"
"488711",22,469,50,1,"SCRATCH","spill",1,677,"un"
"488715",24,162,1050,1,"SWATTER","drip",1,677,"un"
"488716",24,352,1050,1,"KITTEN","needle",1,677,"un"
"488719",27,299,50,1,"CARNIVAL","toothbrush",1,677,"un"
"488720",27,463,1050,1,"DISCOMFORT","klutz",1,677,"un"
"488722",34,91,1050,1,"NUT","motorcycle",1,677,"un"
"488724",35,614,1050,1,"CARNIVAL","toothbrush",1,677,"un"
"488727",39,195,50,1,"CHEAP","auto",1,677,"un"
"488730",44,9,1050,1,"CONVICT","more",1,677,"un"
"488732",48,321,1050,1,"NEGOTIATION","sneeze",1,677,"un"
"489116",1,203,50,1,"BEG","low",1,677,"un"
"489118",4,665,50,1,"CONFUSE","sheets",1,677,"un"
"489119",4,788,50,1,"GIFT","who",1,677,"un"
"489123",6,748,50,1,"PARDON","soprano",1,677,"un"
"489126",8,334,1050,1,"LEAVE","piano",1,677,"un"
"489130",13,162,50,1,"PHRASE","characteris",1,677,"un"
"489132",17,271,50,1,"SNOTTY","roses",1,677,"un"
"489134",21,267,50,1,"CHART","winner",1,677,"un"
"489140",32,24,1050,1,"CAPABILITY","winter",1,677,"un"
"489142",35,770,1050,1,"COCKY","wet",1,677,"un"
"489143",36,383,1050,1,"CRAB","scared",1,677,"un"
"489144",42,667,50,1,"CORPSE","not",1,677,"un"
"489146",43,751,1050,1,"POTTERY","knee",1,677,"un"
"489151",45,515,1050,1,"SAINT","state",1,677,"un"
"489154",48,172,1050,1,"BOUND","reel",1,677,"un"
"489554",6,58,1050,1,"TASTE","sour",1,677,"rel"
"489555",6,236,1050,1,"ENERGETIC","energy",1,677,"rel"
"489558",9,527,1050,1,"LEAGUE","football",1,677,"rel"
"489560",10,702,50,1,"ROACH","motel",1,677,"rel"
"489563",11,746,1050,1,"APART","alone",1,677,"rel"
"489568",20,188,1050,1,"CLICK","mouse",1,677,"rel"
"489569",23,235,50,1,"SCALES","reptile",1,677,"rel"
"489570",23,341,50,1,"BEND","backward",1,677,"rel"
"489571",23,472,1050,1,"CHAMPION","boxer",1,677,"rel"
"489572",23,724,1050,1,"ANGRY","sad",1,677,"rel"
"489575",28,418,50,1,"NAUSEA","vomit",1,677,"rel"
"489584",40,5,1050,1,"LOSER","geek",1,677,"rel"
"489585",40,323,1050,1,"DUCK","quack",1,677,"rel"
"489587",41,513,1050,1,"CREATIVE","mind",1,677,"rel"
"489588",42,326,1050,1,"CRITICIZE","argue",1,677,"rel"
"489590",44,367,1050,1,"INFLUENCE","persuade",1,677,"rel"
"489978",7,479,1050,1,"BUYER","seller",1,677,"rel"
"489979",10,304,1050,1,"GROUNDS","keeper",1,677,"rel"
"489981",11,509,1050,1,"LICK","tongue",1,677,"rel"
"489983",12,36,1050,1,"SPOT","stain",1,677,"rel"
"489987",20,312,1050,1,"TOENAIL","clipper",1,677,"rel"
"489989",20,477,50,1,"HOSTESS","restaurant",1,677,"rel"
"489992",22,778,50,1,"PRECISE","exact",1,677,"rel"
"489993",27,41,50,1,"OUTCOME","end",1,677,"rel"
"489994",28,140,1050,1,"CLOAK","dagger",0,677,"rel"
"489995",28,550,50,1,"INTENT","purpose",1,677,"rel"
"489996",30,693,50,1,"STATION","train",1,677,"rel"
"489999",31,102,50,1,"GUYS","girls",1,677,"rel"
"490000",35,806,1050,1,"AGENCY","company",1,677,"rel"
"490002",36,253,1050,1,"OINTMENT","medicine",1,677,"rel"
"490003",38,247,1050,1,"RABBI","jewish",1,677,"rel"
"490009",47,678,1050,1,"FIBER","cereal",1,677,"rel"
"490365",1,532,1050,1,"METAL","problem",1,678,"un"
"490367",1,452,1050,1,"STRING","sing",1,678,"un"
"490368",2,711,50,1,"POLITICS","groceries",1,678,"un"
"490372",8,418,50,1,"OVERVIEW","away",1,678,"un"
"490384",22,410,1050,1,"HERB","success",1,678,"un"
"490385",22,78,1050,1,"PANTS","graduation",1,678,"un"
"490387",23,494,1050,1,"OVERVIEW","away",1,678,"un"
