,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
2825,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,41,4,fruit,List7,259,{SL} The octopus below the spoon is swimming,,2018.4,139.6,638.6,419,179.6,518.9,189.5,p300,Unrelated,Verb,2158,1237.2,708.4,1945.6,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4610,piano,Unerg,cowboyUnerg.jpeg,carrot,wink,Nunrel,cowboy,1,4,instrument,List4,278,{SL} The cowboy above the piano is winking,,2028.3,129.7,568.8,528.8,79.8,608.6,169.6,p300,Unrelated,Noun,2158,1177.4,778.2,1955.6,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
4407,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,86,1,weapon,List2,275,{SL} The pirate below the gun is coughing,,2058.3,99.7,648.6,598.6,119.7,658.5,149.7,p300,Unrelated,Verb,2158,1366.9,808.2,2175.1,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
5587,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,18,1,tool,List1,289,{SL} The octopus below the spoon is boiling,,1910,250,720,510,110,420,150,p300,Unrelated,Verb,2160,1340,570,1910,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
2888,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,8,4,tool,List8,260,{SL} The octopus below the lemon is boiling,,1300,868,658.5,309.3,409.1,488.9,598.6,p300,Related,Verb,2168,1376.9,1087.5,2464.4,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
357,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,69,2,weapon,List4,204,{SL} The clown below the canon is walking,,1669.2,498.8,638.6,309.3,119.7,738.3,289.4,p300,Unrelated,Noun,2168,1067.6,1027.7,2095.3,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
87,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,87,4,funiture,List1,201,{SL} The rabbit above the chair is smiling,,2018.4,149.6,369.2,329.2,89.8,429.1,828.1,p300,Related,Noun,2168,788.2,1257.2,2045.4,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2873,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,89,2,instrument,List7,259,{SL} The cowboy above the sword is winking,,2078.2,89.8,459,907.9,439,548.8,209.5,p300,Unrelated,Verb,2168,1805.9,758.3,2564.2,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4798,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,93,4,tool,List5,279,{SL} The penguin below the tomato is bouncing,,2088.2,79.8,498.9,319.3,59.8,538.8,159.6,p300,Related,Noun,2168,878,698.4,1576.4,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3989,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,52,2,weapon,List4,271,{SL} The cowboy above the sword is falling,,1520,650,470,330,120,380,170,p300,Related,Verb,2170,920,550,1470,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
4393,harp,Unerg,ballerinaUnerg.jpeg,violin,run,Nrel,ballerina,72,4,instrument,List2,275,{SL} The ballerina above the harp is running,,801.1,1376.9,508.8,469,119.7,478.9,339.3,p300,Related,Noun,2178,1097.5,818.2,1915.7,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
2924,castle,Unacc,snailUnacc.jpeg,dresser,melt,Nrel,snail,44,1,building,List8,260,{SL} The snail below the table is melting,,1170.3,1007.7,748.3,459,409,469,448.9,p300,Related,Noun,2178,1616.3,917.9,2534.2,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
2094,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,78,4,building,List1,225,{SL} The snail below the castle is melting,,2068.3,109.7,558.7,349.2,199.6,568.7,99.8,p300,Unrelated,Verb,2178,1107.5,668.5,1776,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
981,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,21,3,tool,List3,211,{SL} The octopus below the spoon is boiling,,2098.2,79.8,798.2,279.4,159.6,449,199.5,p300,Unrelated,Noun,2178,1237.2,648.5,1885.7,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
5288,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,7,4,weapon,List4,286,{SL} The ballerina above the ax is shrinking,,2088.2,99.8,628.6,189.5,259.4,429.1,79.8,p300,Unrelated,Noun,2188,1077.5,508.9,1586.4,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
3795,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,50,3,weapon,List5,269,{SL} The pirate below the guitar is coughing,,910,1280,440,650,150,580,140,p300,Unrelated,Noun,2190,1240,720,1960,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
5656,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,87,4,funiture,List1,289,{SL} The rabbit above the chair is smiling,,1990,200,360,310,100,490,140,p300,Related,Noun,2190,770,630,1400,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
5495,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,22,2,fruit,List6,288,{SL} The monkey above the knife is tripping,repair,1988.4,209.6,568.7,279.3,568.7,548.8,229.5,p300,Unrelated,Verb,2198,1416.7,778.3,2195,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5493,table,Unerg,snailUnerg.jpeg,church,crawl,Nrel,snail,20,2,funiture,List6,288,{SL} The snail below the castle is crawling,,1639.2,568.7,359.2,289.4,179.6,439,588.6,p300,Related,Noun,2207.9,828.2,1027.6,1855.8,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
3075,desk,Unacc,boyUnacc.jpeg,windmill,float,Nrel,boy,3,2,funiture,List6,262,{SL} The boy below the lighthouse is floating,,1669.2,538.7,119.8,349.2,359.2,598.6,69.8,p300,Related,Noun,2207.9,828.2,668.4,1496.6,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
5554,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,81,1,fruit,List6,288,{SL} The dog above the hammer is barking,,1868.7,339.2,280,279.3,99.8,1187.3,169.6,p300,Unrelated,Verb,2207.9,659.1,1356.9,2016,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
5194,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,9,2,funiture,List2,284,{SL} The chef above the dresser is drowning,,2108.2,99.7,439,508.9,79.8,1117.5,558.7,p300,Related,Verb,2207.9,1027.7,1676.2,2703.9,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
5573,drill,Unacc,penguineUnacc.jpeg,sword,bounce,Nunrel,penguine,4,1,tool,List1,289,{SL} The penguin below the drill is bouncing,,2070,140,470,290,130,320,170,p300,Unrelated,Noun,2210,890,490,1380,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
3696,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,47,1,tool,List8,268,{SL} The monkey above the carrot is sleeping,,851,1366.9,508.9,269.3,69.9,648.5,219.5,p300,Unrelated,Noun,2217.9,848.1,868,1716.1,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
939,cannon,Unerg,clownUnerg.jpeg,gun,walk,Nrel,clown,75,1,weapon,List2,210,{SL} The clown below the canon is walking,,1030.6,1187.3,658.5,219.5,109.8,668.4,209.6,p300,Related,Noun,2217.9,987.8,878,1865.8,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
5,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,5,1,weapon,List1,201,{SL} The ballerina above the ax is shrinking,,1958.5,259.4,558.7,429.1,189.5,379.2,109.7,p300,Related,Verb,2217.9,1177.3,488.9,1666.2,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
4391,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,70,4,funiture,List2,275,{SL} The snail below the table is crawling,,2058.3,159.6,638.6,698.4,129.7,548.7,209.6,p300,Related,Verb,2217.9,1466.7,758.3,2225,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
5275,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,90,1,tool,List2,284,{SL} The octopus below the spoon is boiling,under,2118.1,99.8,698.4,299.3,79.9,329.2,349.2,p300,Unrelated,Verb,2217.9,1077.6,678.4,1756,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
5490,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,17,2,instrument,List6,288,{SL} The cowboy above the sword is winking,,1639.2,588.7,528.8,289.3,109.8,658.5,209.5,p300,Unrelated,Verb,2227.9,927.9,868,1795.9,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4412,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,91,1,instrument,List2,275,{SL} The cowboy above the piano is winking,,2138.1,89.8,568.7,429,109.8,858,279.4,p300,Related,Verb,2227.9,1107.5,1137.4,2244.9,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
5488,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,15,2,building,List6,288,{SL} The rabbit above the chair is shaking,banny,1389.8,848.1,548.7,359.2,79.8,508.9,209.5,p300,Unrelated,Verb,2237.9,987.7,718.4,1706.1,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
2725,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,37,3,instrument,List6,258,{SL} The ballerina above the ax is running,,1709.1,528.8,1017.7,389.1,219.5,259.4,139.7,p300,Unrelated,Verb,2237.9,1626.3,399.1,2025.4,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4102,guitar,Unacc,pirateUnacc.jpeg,cannon,sink,Nrel,pirate,69,1,instrument,List7,272,{SL} The pirate below the gun is sinking,,1928.6,309.3,568.7,279.3,119.8,718.3,409.1,p300,Related,Noun,2237.9,967.8,1127.4,2095.2,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4322,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,1,2,tool,List2,275,{SL} The octopus below the spoon is boiling,,1998.4,239.5,618.6,588.6,139.7,538.8,129.7,p300,Related,Noun,2237.9,1346.9,668.5,2015.4,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
5299,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,18,4,building,List4,286,{SL} The boy below the lighthouse is yawning,,2018.4,219.5,439,458.9,69.9,558.7,109.7,p300,Unrelated,Verb,2237.9,967.8,668.4,1636.2,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
5297,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,16,4,weapon,List4,286,{SL} The clown below the canon is walking,,2068.3,169.6,439,369.1,109.8,1297,209.6,p300,Unrelated,Verb,2237.9,917.9,1506.6,2424.5,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
3524,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,67,4,building,List6,266,{SL} The rabbit above the chair is shaking,,2148.1,89.8,498.8,359.2,109.8,498.8,69.9,p300,Unrelated,Noun,2237.9,967.8,568.7,1536.5,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
3962,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,25,1,funiture,List4,271,{SL} The boy below the desk is floating,,2040,200,570,540,210,510,360,p300,Unrelated,Verb,2240,1320,870,2190,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
4615,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,6,4,building,List4,278,{SL} The snail below the castle is melting,,1928.6,319.2,359.2,269.4,89.8,828.1,199.6,p300,Unrelated,Verb,2247.8,718.4,1027.7,1746.1,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
5122,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,33,2,funiture,List1,283,{SL} The chef above the dresser is drowning,,2118.1,129.7,1057.6,239.5,518.8,967.8,229.5,p300,Related,Verb,2247.8,1815.9,1197.3,3013.2,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
3368,hammer,Unacc,dogUnacc.jpeg,lemon,spin,Nrel,dog,7,1,tool,List5,265,{SL} The dog above the apple is spinning,,2128.1,119.7,528.8,937.9,99.8,708.4,179.6,p300,Related,Noun,2247.8,1566.5,888,2454.5,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
2084,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,68,3,instrument,List1,225,{SL} The cowboy above the piano is winking,,2158,89.8,469,967.8,79.8,778.2,229.5,p300,Related,Noun,2247.8,1516.6,1007.7,2524.3,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
348,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,60,2,building,List4,204,{SL} The snail below the castle is melting,,1010.7,1247.1,1117.5,858,99.8,618.6,349.2,p300,Unrelated,Noun,2257.8,2075.3,967.8,3043.1,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
2711,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,23,2,building,List6,258,{SL} The boy below the desk is yawning,,1399.8,858,379.2,349.2,109.7,449,249.4,p300,Unrelated,Noun,2257.8,838.1,698.4,1536.5,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
3489,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,32,3,funiture,List6,266,{SL} The chef above the windmill is drowning,,1659.2,598.6,469,618.6,109.7,468.9,159.7,p300,Unrelated,Verb,2257.8,1197.3,628.6,1825.9,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4343,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,22,2,fruit,List2,275,{SL} The monkey above the carrot is tripping,,1898.6,359.2,658.5,429.1,59.8,648.5,199.6,p300,Unrelated,Verb,2257.8,1147.4,848.1,1995.5,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
43,gun,Unerg,pirateUnerg.jpeg,cannon,cough,Nrel,pirate,43,2,weapon,List1,201,{SL} The pirate below the gun is coughing,,2028.3,229.5,728.4,379.1,69.8,369.2,119.7,p300,Related,Noun,2257.8,1177.3,488.9,1666.2,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
69,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,69,3,tool,List1,201,{SL} The octopus below the spoon is boiling,,2028.3,229.5,688.5,409,109.8,498.8,139.7,p300,Unrelated,Noun,2257.8,1207.3,638.5,1845.8,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
4613,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,4,4,fruit,List4,278,{SL} The dog above the apple is barking,,2078.2,179.6,508.9,429,109.7,678.5,279.4,p300,Related,Verb,2257.8,1047.6,957.9,2005.5,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
858,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List1,209,{SL} The boy below the lighthouse is yawning,,2188,69.8,229.5,548.8,209.5,1616.3,199.6,p300,Unrelated,Verb,2257.8,987.8,1815.9,2803.7,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
2100,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,84,4,instrument,List1,225,{SL} The pirate below the guitar is sinking,,2188,69.8,598.7,638.5,89.8,638.6,339.2,p300,Unrelated,Verb,2257.8,1327,977.8,2304.8,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
5330,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,49,2,tool,List4,286,{SL} The octopus below the spoon is boiling,,1898.6,369.2,818.1,479,159.6,478.9,189.6,p300,Related,Noun,2267.8,1456.7,668.5,2125.2,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
4797,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,92,4,weapon,List5,279,{SL} The pirate below the guitar is coughing,,2198,69.8,628.6,259.4,59.8,518.9,369.1,p300,Related,Verb,2267.8,947.8,888,1835.8,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4577,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,64,1,funiture,List3,277,{SL} The snail below the table is crawling,,2110,160,520,370,140,700,280,p300,Unrelated,Verb,2270,1030,980,2010,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
5622,ax,Unacc,ballerinaUnacc.jpeg,sword,shrink,Nrel,ballerina,53,3,weapon,List1,289,{SL} The ballerina above the ax is shrinking,,2160,110,790,300,80,480,70,p300,Related,Noun,2270,1170,550,1720,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
3723,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,74,3,weapon,List8,268,{SL} The pirate below the guitar is coughing,,1349.9,927.9,468.9,239.5,99.7,618.6,409.1,p300,Unrelated,Noun,2277.8,808.1,1027.7,1835.8,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
229,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,37,4,instrument,List3,203,{SL} The clown below the violin is growing,,1878.7,399.1,598.6,309.3,79.8,588.7,199.5,p300,Related,Verb,2277.8,987.7,788.2,1775.9,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
18,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,18,1,tool,List1,201,{SL} The octopus below the spoon is boiling,,2088.2,189.6,578.7,319.2,79.9,708.3,309.3,p300,Unrelated,Verb,2277.8,977.8,1017.6,1995.4,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
59,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,59,3,weapon,List1,201,{SL} The clown below the canon is walking,,2098.2,179.6,638.5,419.1,79.8,458.9,149.7,p300,Related,Verb,2277.8,1137.4,608.6,1746,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
3736,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,87,3,tool,List8,268,{SL} The penguin below the tomato is bouncing,,1030.6,1257.2,718.3,409.1,339.2,488.9,159.6,p300,Unrelated,Verb,2287.8,1466.6,648.5,2115.1,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4121,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,88,2,fruit,List7,272,{SL} The dog above the hammer is barking,,1359.9,927.9,548.7,748.3,119.7,638.6,279.3,p300,Related,Noun,2287.8,1416.7,917.9,2334.6,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4399,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,78,1,building,List2,275,{SL} The chef above the windmill is yelling,,2088.2,199.6,488.8,708.4,269.4,608.6,279.4,p300,Related,Verb,2287.8,1466.6,888,2354.6,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
5373,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,92,3,instrument,List4,286,{SL} The cowboy above the piano is winking,,2148.1,139.7,478.9,868,139.7,1067.6,259.4,p300,Related,Noun,2287.8,1486.6,1327,2813.6,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
5227,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,42,3,instrument,List2,284,{SL} The clown below the violin is growing,,2158,129.8,528.8,339.2,249.4,508.9,199.5,p300,Unrelated,Noun,2287.8,1117.4,708.4,1825.8,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
779,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,11,1,fruit,List1,209,{SL} The monkey above the carrot is tripping,,2168,119.8,538.7,379.2,89.8,658.5,249.4,p300,Related,Verb,2287.8,1007.7,907.9,1915.6,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
2053,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,37,2,funiture,List1,225,{SL} The rabbit above the chair is smiling,banny,1150.3,1147.4,239.5,658.5,159.6,838.1,159.7,p300,Related,Verb,2297.7,1057.6,997.8,2055.4,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
4333,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,12,2,building,List2,275,{SL} The snail below the castle is melting,,1639.2,658.5,608.6,389.2,109.7,588.7,129.7,p300,Unrelated,Noun,2297.7,1107.5,718.4,1825.9,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
381,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,93,3,tool,List4,204,{SL} The octopus below the spoon is boiling,,1709.1,588.6,1017.7,459,139.7,558.7,279.4,p300,Unrelated,Noun,2297.7,1616.4,838.1,2454.5,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
21,guitar,Unacc,pirateUnacc.jpeg,piano,sink,Nrel,pirate,21,1,instrument,List1,201,{SL} The pirate below the guitar is sinking,,2178,119.7,498.9,658.5,119.7,1356.9,149.7,p300,Related,Noun,2297.7,1277.1,1506.6,2783.7,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
2916,sword,Unacc,cowboyUnacc.jpeg,carrot,fall,Nunrel,cowboy,36,1,weapon,List8,260,{SL} The cowboy above the piano is falling,,1379.8,927.9,468.9,588.7,79.8,469,169.6,p300,Unrelated,Noun,2307.7,1137.4,638.6,1776,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
2288,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Vrel,penguine,80,2,tool,List3,227,{SL} The penguin below the drill is bouncing,,2088.2,219.5,488.9,229.5,139.7,419,199.6,p300,Related,Verb,2307.7,858.1,618.6,1476.7,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
4930,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,33,4,tool,List7,281,{SL} The dog above the apple is spinning,,2138.1,169.6,209.5,558.8,129.7,299.3,149.6,p300,Unrelated,Verb,2307.7,898,448.9,1346.9,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4004,gun,Unerg,pirateUnerg.jpeg,cannon,cough,Nrel,pirate,67,2,weapon,List4,271,{SL} The pirate below the gun is coughing,,1730,580,800,130,80,410,240,p300,Related,Noun,2310,1010,650,1660,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
310,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,22,4,funiture,List4,204,{SL} The snail below the table is crawling,,1010.7,1307,429,548.8,109.7,917.9,1037.7,p300,Related,Verb,2317.7,1087.5,1955.6,3043.1,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
5545,harp,Unerg,ballerinaUnerg.jpeg,sword,run,Nrel,ballerina,72,4,instrument,List6,288,{SL} The ballerina above the ax is running,,1639.2,678.5,548.7,319.3,59.9,349.2,159.6,p300,Related,Noun,2317.7,927.9,508.8,1436.7,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
42,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,42,2,fruit,List1,201,{SL} The penguin below the tomato is sneezing,,2198,129.7,608.6,399.1,109.7,668.5,169.6,p300,Unrelated,Verb,2327.7,1117.4,838.1,1955.5,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
3764,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,19,1,instrument,List5,269,{SL} The cowboy above the sword is winking,,2090,240,400,280,110,240,390,p300,Related,Verb,2330,790,630,1420,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
3670,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,21,4,tool,List8,268,{SL} The penguin below the tomato is bouncing,,1100.5,1237.1,469,229.5,99.7,618.6,349.2,p300,Related,Noun,2337.6,798.2,967.8,1766,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
5279,harp,Unerg,ballerinaUnerg.jpeg,church,run,Nunrel,ballerina,94,1,instrument,List2,284,{SL} The ballerina above the harp is running,,2028.3,309.3,1576.5,528.8,139.6,379.2,229.5,p300,Unrelated,Noun,2337.6,2244.9,608.7,2853.6,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
3718,cannon,Unerg,clownUnerg.jpeg,desk,walk,Nunrel,clown,69,2,weapon,List8,268,{SL} The clown below the violin is walking,,890.9,1456.7,469,219.5,79.8,608.6,309.3,p300,Unrelated,Noun,2347.6,768.3,917.9,1686.2,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4337,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,16,2,fruit,List2,275,{SL} The dog above the apple is barking,,1240.1,1107.5,548.8,329.2,149.7,289.3,129.7,p300,Related,Noun,2347.6,1027.7,419,1446.7,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
3658,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,9,4,tool,List8,268,{SL} The dog above the apple is spinning,,1339.9,1007.7,778.3,419,538.8,439,129.7,p300,Unrelated,Verb,2347.6,1736.1,568.7,2304.8,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4008,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,71,2,building,List4,271,{SL} The boy below the lighthouse is yawning,,2240,110,310,750,780,620,160,p300,Unrelated,Noun,2350,1840,780,2620,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
2774,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,86,1,weapon,List6,258,{SL} The pirate below the guitar is coughing,,1230.2,1127.4,468.9,339.3,149.6,429,89.8,p300,Unrelated,Verb,2357.6,957.8,518.8,1476.6,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
70,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,70,3,fruit,List1,201,{SL} The monkey above the carrot is tripping,,2227.9,129.7,449,329.2,79.8,748.3,139.7,p300,Related,Noun,2357.6,858,888,1746,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
