,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,X,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
728,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Vrel,penguine,56,2,tool,List4,108,{SL} The penguin below the drill is bouncing,,980.7,109.8,668.5,648.5,199.5,618.6,229.5,NA,0,Related,Verb,1090.5,1516.5,848.1,2364.6,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
729,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,57,2,funiture,List4,108,{SL} The chef above the dresser is drowning,,990.7,109.8,658.5,828.1,149.6,798.2,249.5,NA,0,Related,Verb,1100.5,1636.2,1047.7,2683.9,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
730,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,58,2,instrument,List4,108,{SL} The ballerina above the harp is running,,721.3,129.7,1606.4,259.4,79.8,927.9,199.5,NA,0,Related,Verb,851,1945.6,1127.4,3073,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
731,lemon,Unerg,octopusUnerg.jpeg,cannon,swim,Nunrel,octopus,59,2,fruit,List4,108,{SL} The octopus below the lemon is swimming,,501.8,219.5,1227.2,399.1,109.8,917.9,139.7,NA,0,Unrelated,Noun,721.3,1736.1,1057.6,2793.7,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
732,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,60,2,building,List4,108,{SL} The snail below the castle is melting,,1090.5,289.3,588.7,249.4,259.4,748.3,139.7,NA,0,Unrelated,Noun,1379.8,1097.5,888,1985.5,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
733,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,61,2,funiture,List4,108,{SL} The rabbit above the chair is smiling,,960.8,129.7,518.8,269.4,129.7,698.4,109.8,NA,0,Related,Verb,1090.5,917.9,808.2,1726.1,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
734,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,62,2,tool,List4,108,{SL} The monkey above the knife is sleeping,,1280,99.8,1137.4,1396.9,578.6,449,79.8,NA,0,Related,Verb,1379.8,3112.9,528.8,3641.7,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
735,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,63,2,building,List4,108,{SL} The rabbit above the church is shaking,not complete,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
736,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,64,2,fruit,List4,108,{SL} The dog above the apple is barking,ah. The,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
737,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,65,2,instrument,List4,108,{SL} The cowboy above the piano is winking,,1090.5,149.6,399.1,788.2,99.8,638.6,259.4,NA,0,Unrelated,Verb,1240.1,1287.1,898,2185.1,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
738,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,66,2,fruit,List4,108,{SL} The penguin below the tomato is sneezing,,940.8,109.8,478.9,389.1,588.7,488.8,109.8,NA,0,Unrelated,Verb,1050.6,1456.7,598.6,2055.3,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
739,gun,Unerg,pirateUnerg.jpeg,cannon,cough,Nrel,pirate,67,2,weapon,List4,108,{SL} The pirate below the gun is coughing,,1050.6,99.7,528.8,309.3,99.8,518.8,259.4,NA,0,Related,Noun,1150.3,937.9,778.2,1716.1,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
740,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,68,2,funiture,List4,108,{SL} The snail below the table is crawling,under,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
741,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,69,2,weapon,List4,108,{SL} The clown below the canon is walking,under,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
742,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,70,2,fruit,List4,108,{SL} The monkey above the carrot is tripping,,1050.6,249.4,568.7,409.1,728.3,528.8,309.3,NA,0,Unrelated,Verb,1300,1706.1,838.1,2544.2,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
743,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,71,2,building,List4,108,{SL} The boy below the lighthouse is yawning,under the lo.. Lighthouse,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
744,hammer,Unacc,dogUnacc.jpeg,dresser,spin,Nunrel,dog,72,2,tool,List4,108,{SL} The dog above the hammer is spinning,,801.1,109.8,588.6,598.7,269.4,528.8,119.7,NA,0,Unrelated,Noun,910.9,1456.7,648.5,2105.2,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
745,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,73,3,building,List4,108,{SL} The boy below the lighthouse is yawning,,701.4,189.5,498.9,498.9,99.7,588.7,149.7,NA,0,Related,Verb,890.9,1097.5,738.4,1835.9,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
746,gun,Unerg,pirateUnerg.jpeg,guitar,cough,Nunrel,pirate,74,3,weapon,List4,108,{SL} The pirate below the gun is coughing,,1120.4,79.8,578.7,299.3,119.8,339.2,299.3,NA,0,Unrelated,Noun,1200.2,997.8,638.5,1636.3,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
747,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,75,3,fruit,List4,108,{SL} The dog above the apple is barking,ahæ apple,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
748,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,76,3,instrument,List4,108,{SL} The pirate below the guitar is sinking,,1010.7,598.6,588.7,409,149.7,548.7,488.9,NA,0,Related,Verb,1609.3,1147.4,1037.6,2185,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
749,ax,Unacc,ballerinaUnacc.jpeg,sword,shrink,Nrel,ballerina,77,3,weapon,List4,108,{SL} The ballerina above the ax is shrinking,,1060.5,99.8,648.5,319.3,1396.8,967.8,628.6,NA,0,Related,Noun,1160.3,2364.6,1596.4,3961,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
750,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,78,3,fruit,List4,108,{SL} The octopus below the lemon is swimming,,811.1,439,728.4,359.1,349.2,419.1,139.7,NA,0,Related,Verb,1250.1,1436.7,558.8,1995.5,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
751,tomato,Unerg,penguineUnerg.jpeg,carrot,sneeze,Nrel,penguine,79,3,fruit,List4,108,{SL} The penguin below the tomato is sneezing,,1020.6,149.7,1117.5,708.3,389.2,488.8,209.6,NA,0,Related,Noun,1170.3,2215,698.4,2913.4,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
752,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,80,3,funiture,List4,108,{SL} The chef above the dresser is drowning,,781.2,598.6,628.6,439,129.7,498.9,329.2,NA,0,Unrelated,Verb,1379.8,1197.3,828.1,2025.4,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
753,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,81,3,building,List4,108,{SL} The snail below the castle is melting,uh_ melting,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
754,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,82,3,tool,List4,108,{SL} The monkey above the knife is sleeping,,811.1,69.9,518.8,458.9,528.8,518.8,309.3,NA,0,Unrelated,Verb,881,1506.5,828.1,2334.6,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
755,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,83,3,weapon,List4,108,{SL} The clown below the canon is walking,,871,458.9,1756,439,109.8,608.6,189.6,NA,0,Related,Verb,1329.9,2304.8,798.2,3103,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
756,windmill,Unerg,chefUnerg.jpeg,lighthouse,yell,Nrel,chef,84,3,building,List4,108,{SL} The chef above the windmill is yelling,,1469.6,339.2,908,748.3,239.4,698.4,359.2,NA,0,Related,Noun,1808.8,1895.7,1057.6,2953.3,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
757,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,85,3,instrument,List4,108,{SL} The ballerina above the harp is running,,821.1,79.8,858.1,788.2,399.1,648.5,249.4,NA,0,Unrelated,Verb,900.9,2045.4,897.9,2943.3,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
758,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,86,3,funiture,List4,108,{SL} The boy below the desk is floating,,771.2,279.4,838.1,1576.4,468.9,558.7,329.3,NA,0,Unrelated,Noun,1050.6,2883.4,888,3771.4,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
759,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,87,3,tool,List4,108,{SL} The penguin below the drill is bouncing,,771.2,339.2,838.1,528.8,249.5,528.8,279.3,NA,0,Unrelated,Verb,1110.4,1616.4,808.1,2424.5,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
760,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,88,3,funiture,List4,108,{SL} The snail below the table is crawling,,731.3,329.2,768.3,548.8,119.7,628.6,359.1,NA,0,Unrelated,Noun,1060.5,1436.8,987.7,2424.5,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
761,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,89,3,tool,List4,108,{SL} The dog above the hammer is spinning,,581.6,129.7,798.2,718.4,109.7,598.7,79.8,NA,0,Related,Verb,711.3,1626.3,678.5,2304.8,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
762,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,90,3,instrument,List4,108,{SL} The clown below the violin is growing,,232.4,718.4,608.6,748.3,189.6,548.7,389.1,NA,0,Unrelated,Noun,950.8,1546.5,937.8,2484.3,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
763,church,Unacc,rabbitUnacc.jpeg,castle,shake,Nrel,rabbit,91,3,building,List4,108,{SL} The rabbit above the church is shaking,,661.5,99.7,478.9,558.8,409,1057.6,598.7,NA,0,Related,Noun,761.2,1446.7,1656.3,3103,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
764,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,92,3,instrument,List4,108,{SL} The cowboy above the piano is winking,,621.5,488.9,1027.7,618.6,329.2,718.4,329.3,NA,0,Related,Noun,1110.4,1975.5,1047.7,3023.2,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
765,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,93,3,tool,List4,108,{SL} The octopus below the spoon is boiling,,681.4,498.9,808.1,329.3,468.9,459,119.7,NA,0,Unrelated,Noun,1180.3,1606.3,578.7,2185,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
766,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,94,3,fruit,List4,108,{SL} The monkey above the carrot is tripping,,741.3,229.4,718.4,299.3,548.8,838.1,349.2,NA,0,Related,Noun,970.7,1566.5,1187.3,2753.8,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
767,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,95,3,weapon,List4,108,{SL} The cowboy above the sword is falling,,621.5,329.3,608.6,528.8,89.8,558.7,149.7,NA,0,Unrelated,Verb,950.8,1227.2,708.4,1935.6,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
768,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,96,3,funiture,List4,108,{SL} The rabbit above the chair is smiling,,611.6,329.2,558.7,449,99.8,568.7,478.9,NA,0,Unrelated,Verb,940.8,1107.5,1047.6,2155.1,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
769,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,1,1,funiture,List1,109,{SL} The boy below the desk is floating,,1010.7,89.8,439,608.6,99.7,538.8,179.6,NA,0,Unrelated,Verb,1100.5,1147.3,718.4,1865.7,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
770,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,2,1,building,List1,109,{SL} The rabbit above the church is shaking,bouncing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
771,cannon,Unerg,clownUnerg.jpeg,gun,walk,Nrel,clown,3,1,weapon,List1,109,{SL} The clown below the canon is walking,,930.8,79.9,289.3,668.5,79.8,608.6,139.7,NA,0,Related,Noun,1010.7,1037.6,748.3,1785.9,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
772,drill,Unacc,penguineUnacc.jpeg,sword,bounce,Nunrel,penguine,4,1,tool,List1,109,{SL} The penguin below the drill is bouncing,,940.8,69.9,448.9,209.6,119.7,538.8,139.6,NA,0,Unrelated,Noun,1010.7,778.2,678.4,1456.6,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
773,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,5,1,weapon,List1,109,{SL} The ballerina above the ax is shrinking,growing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
774,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,6,1,building,List1,109,{SL} The chef above the windmill is yelling,shouting,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
775,hammer,Unacc,dogUnacc.jpeg,drill,spin,Nrel,dog,7,1,tool,List1,109,{SL} The dog above the hammer is spinning,,1100.5,89.7,359.2,648.6,179.6,359.1,129.7,NA,0,Related,Noun,1190.2,1187.4,488.8,1676.2,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
776,chair,Unerg,rabitUnerg.jpeg,windmill,smile,Nunrel,rabit,8,1,funiture,List1,109,{SL} The rabbit above the chair is smiling,,1140.4,289.3,329.3,568.7,109.7,558.7,89.8,NA,0,Unrelated,Noun,1429.7,1007.7,648.5,1656.2,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
777,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,9,1,fruit,List1,109,{SL} The dog above the apple is barking,,761.2,99.8,309.3,419,149.7,429,119.8,NA,0,Unrelated,Verb,861,878,548.8,1426.8,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
778,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,10,1,fruit,List1,109,{SL} The penguin below the tomato is sneezing,,751.2,79.9,399.1,239.4,79.8,508.9,119.7,NA,0,Related,Verb,831.1,718.3,628.6,1346.9,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
779,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,11,1,fruit,List1,109,{SL} The monkey above the carrot is tripping,,960.8,89.8,399.1,339.2,89.8,449,209.5,NA,0,Related,Verb,1050.6,828.1,658.5,1486.6,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
780,sword,Unacc,cowboyUnacc.jpeg,drill,fall,Nunrel,cowboy,12,1,weapon,List1,109,{SL} The cowboy above the sword is falling,,1270.1,109.7,349.2,538.8,139.7,329.2,149.7,NA,0,Unrelated,Noun,1379.8,1027.7,478.9,1506.6,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
781,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,13,1,instrument,List1,109,{SL} The clown below the violin is growing,,990.7,109.8,478.9,518.8,69.8,518.8,189.6,NA,0,Unrelated,Verb,1100.5,1067.5,708.4,1775.9,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
782,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,14,1,weapon,List1,109,{SL} The pirate below the gun is coughing,,940.8,89.8,359.2,179.6,139.7,249.4,299.3,NA,0,Unrelated,Verb,1030.6,678.5,548.7,1227.2,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
783,lemon,Unerg,octopusUnerg.jpeg,apple,swim,Nrel,octopus,15,1,fruit,List1,109,{SL} The octopus below the lemon is swimming,,980.7,79.8,488.9,349.2,89.8,558.8,119.7,NA,0,Related,Noun,1060.5,927.9,678.5,1606.4,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
784,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,16,1,funiture,List1,109,{SL} The snail below the table is crawling,,920.9,79.8,359.2,498.8,109.8,558.7,229.5,NA,0,Unrelated,Verb,1000.7,967.8,788.2,1756,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
785,lighthouse,Unerg,boyUnerg.jpeg,windmill,yawn,Nrel,boy,17,1,building,List1,109,{SL} The boy below the lighthouse is yawning,windmill,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
786,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,18,1,tool,List1,109,{SL} The octopus below the spoon is boiling,,1020.6,119.8,468.9,269.4,79.8,528.8,189.6,NA,0,Unrelated,Verb,1140.4,818.1,718.4,1536.5,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
787,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,19,1,instrument,List1,109,{SL} The cowboy above the piano is winking,,990.7,159.6,419.1,289.3,79.8,538.8,189.6,NA,0,Related,Verb,1150.3,788.2,728.4,1516.6,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
788,castle,Unacc,snailUnacc.jpeg,church,melt,Nrel,snail,20,1,building,List1,109,{SL} The snail below the castle is melting,church,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
789,guitar,Unacc,pirateUnacc.jpeg,piano,sink,Nrel,pirate,21,1,instrument,List1,109,{SL} The pirate below the guitar is sinking,,1140.4,89.8,439,907.9,99.8,528.8,179.6,NA,0,Related,Noun,1230.2,1446.7,708.4,2155.1,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
790,harp,Unerg,ballerinaUnerg.jpeg,church,run,Nunrel,ballerina,22,1,instrument,List1,109,{SL} The ballerina above the harp is running,,1589.3,99.8,538.8,239.4,199.6,409.1,179.6,NA,0,Unrelated,Noun,1689.1,977.8,588.7,1566.5,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
791,knife,Unerg,monkeyUnerg.jpeg,castle,sleep,Nunrel,monkey,23,1,tool,List1,109,{SL} The monkey above the knife is sleeping,,821.1,79.8,468.9,389.2,89.8,419,449,NA,0,Unrelated,Noun,900.9,947.9,868,1815.9,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
792,dresser,Unacc,chefUnacc.jpeg,hammer,drown,Nunrel,chef,24,1,funiture,List1,109,{SL} The chef above the dresser is drowning,,1320,99.7,459,209.5,538.8,658.5,349.2,NA,0,Unrelated,Noun,1419.7,1207.3,1007.7,2215,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
793,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,25,2,tool,List1,109,{SL} The octopus below the spoon is boiling,,960.8,69.8,588.7,738.3,89.8,429,159.7,NA,0,Related,Noun,1030.6,1416.8,588.7,2005.5,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
794,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,26,2,weapon,List1,109,{SL} The ballerina above the ax is shrinking,,1100.5,99.7,449,468.9,99.8,419.1,369.1,NA,0,Unrelated,Verb,1200.2,1017.7,788.2,1805.9,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
795,desk,Unacc,boyUnacc.jpeg,chair,float,Nrel,boy,27,2,funiture,List1,109,{SL} The boy below the desk is floating,,1070.5,89.8,349.2,1137.4,109.8,458.9,169.7,NA,0,Related,Noun,1160.3,1596.4,628.6,2225,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
796,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,28,2,weapon,List1,109,{SL} The cowboy above the sword is falling,,950.8,99.8,478.9,518.8,199.5,808.2,329.3,NA,0,Related,Verb,1050.6,1197.2,1137.5,2334.7,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
797,guitar,Unacc,pirateUnacc.jpeg,gun,sink,Nunrel,pirate,29,2,instrument,List1,109,{SL} The pirate below the guitar is sinking,,1010.7,69.8,389.1,578.7,109.7,488.9,199.6,NA,0,Unrelated,Noun,1080.5,1077.5,688.5,1766,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
798,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,30,2,building,List1,109,{SL} The chef above the windmill is yelling,,1599.3,69.9,359.1,239.5,99.8,548.7,209.6,NA,0,Unrelated,Verb,1669.2,698.4,758.3,1456.7,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
799,violin,Unacc,clownUnacc.jpeg,harp,grow,Nrel,clown,31,2,instrument,List1,109,{SL} The clown below the violin is growing,,1050.6,79.8,339.2,718.4,119.7,558.7,169.7,NA,0,Related,Noun,1130.4,1177.3,728.4,1905.7,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
800,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Vrel,penguine,32,2,tool,List1,109,{SL} The penguin below the drill is bouncing,,1010.7,79.8,389.1,349.2,139.7,419,129.7,NA,0,Related,Verb,1090.5,878,548.7,1426.7,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
801,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,33,2,funiture,List1,109,{SL} The chef above the dresser is drowning,,980.7,109.8,339.2,558.7,69.9,768.2,508.9,NA,0,Related,Verb,1090.5,967.8,1277.1,2244.9,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
802,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,34,2,instrument,List1,109,{SL} The ballerina above the harp is running,,1110.4,99.8,538.8,369.1,99.8,239.5,159.6,NA,0,Related,Verb,1210.2,1007.7,399.1,1406.8,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
803,lemon,Unerg,octopusUnerg.jpeg,cannon,swim,Nunrel,octopus,35,2,fruit,List1,109,{SL} The octopus below the lemon is swimming,,1190.2,89.8,399.1,249.5,69.8,339.2,109.8,NA,0,Unrelated,Noun,1280,718.4,449,1167.4,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
804,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,36,2,building,List1,109,{SL} The snail below the castle is melting,,831.1,59.8,319.3,429,109.8,638.5,129.7,NA,0,Unrelated,Noun,890.9,858.1,768.2,1626.3,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
805,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,37,2,funiture,List1,109,{SL} The rabbit above the chair is smiling,,1020.6,89.8,289.4,309.3,109.7,538.8,229.5,NA,0,Related,Verb,1110.4,708.4,768.3,1476.7,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
806,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,38,2,tool,List1,109,{SL} The monkey above the knife is sleeping,,1559.4,79.8,359.2,299.3,89.8,419.1,558.7,NA,0,Related,Verb,1639.2,748.3,977.8,1726.1,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
807,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,39,2,building,List1,109,{SL} The rabbit above the church is shaking,banny_ rabbit,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
808,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,40,2,fruit,List1,109,{SL} The dog above the apple is barking,,1060.5,339.3,478.9,468.9,89.8,459,129.7,NA,0,Related,Noun,1399.8,1037.6,588.7,1626.3,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
809,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,41,2,instrument,List1,109,{SL} The cowboy above the piano is winking,,940.8,109.8,379.1,508.8,79.9,648.5,179.6,NA,0,Unrelated,Verb,1050.6,967.8,828.1,1795.9,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
810,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,42,2,fruit,List1,109,{SL} The penguin below the tomato is sneezing,,1150.3,89.8,339.3,199.5,79.8,389.1,658.5,NA,0,Unrelated,Verb,1240.1,618.6,1047.6,1666.2,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
